source,title,url,chunk_id,text,word_count,length,avg_sentence_len,avg_word_len,rare_word_ratio,complexity_score,domain,domain_filled_auto,origin_file,subcategory
wikipedia,Boldir,https://uz.wikipedia.org/wiki/Boldir,2,"Bu muskulning yoʻgʻon, pishiq, kuchli payi (Axill payi) tovon suyagiga yopishadi va oyoqni erkin koʻtarib yurishga imkon beradi. Boldir terisiga sezuvchi, muskullarni harakatlantiruvchi nervlar hamda qon tomirlar keladi. Boldir oyoqning boshqa qismlari bilan birga gavdani koʻtarib turishda, yurishda qatnashadi.",39,312,13.0,7.03,0.513,0.566,other,False,dataset.csv,
wikipedia,Boldir,https://uz.wikipedia.org/wiki/Boldir,1,"Boldir — tizza bilan oyoq panjasi oʻrtasidagi qism. Yuqoridan taqim oʻrtasidan oʻtgan gorizontal chiziq bilan, pastdan boldir oyoq kafti boʻgʻimi bilan chegaralangan. Boldir skeleti katta va kichik boldir suyaklaridan iborat. Suyaklar orasi ochiq boʻlib, uni qalin parda toʻldirib turadi. Suyaklar va pardaning old tomonida uchta, tashqi tomonida ikkita va orqa tomonida sakkizta muskul ustma-ust joylashgan. Ular tizza boʻgʻimini bukadi, panja va barmoqlarni bukadi va yozadi, panjani ichki va yon tomonga koʻtaradi. Boldirning ichki tomonida muskul boʻlmaydi. Orqadagi eng ustki kambalasimon muskul Boldirga maʼlum shakl berib turadi. U uch joydan, yaʼni son suyagining ikki cheti va boldir suyagining orqa yuzasidan boshlanganligi uchun ""uch boshli muskul"" deb ham yuritiladi.",107,779,11.89,6.29,0.327,0.472,other,False,dataset.csv,
wikipedia,Binar daraxti,https://uz.wikipedia.org/wiki/Binar_daraxti,6,"Ikkilik operatorlar tugunlarida ikkita tugun, birlik operatorlarda esa bitta tugun mavjud. Mantiqiy ifodalar algebraik ifodalarga juda oʻxshash tarzda ifodalanadi, yagona farq maxsus qiymatlar va ishlatiladigan operatorlardir. Mantiqiy ifodalar oʻzgarmas qiymatlar sifatida true(rost) va false(yolgʻon) dan foydalanadi va quyidagi operatorlarni oʻz ichiga oladi: ∧ (AND), ∨ (OR), ¬ (NOT).",48,388,16.0,7.1,0.264,0.569,technology,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,139,"Ota-ona qaramogʻidan mahrum boʻlgan bolalar toʻgʻrisidagi maʼlumotlarni vasiylik va homiylik organiga xabar qilmaganlik, shuningdek bunday bolalarni joylashtirishda qonunchilik talablarini buzganlik uchun ushbu moddaning uchinchi qismida koʻrsatilgan muassasalarning rahbarlari va organlarning mansabdor shaxslari qonunda belgilangan tartibda javobgarlikka tortiladi. (149-moddaning toʻrtinchi qismi Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Maʼmuriy javobgarlik toʻgʻrisidagi kodeksning 471, 472-moddalari. 150-modda. Ota-ona qaramogʻidan mahrum boʻlgan bolalarni joylashtirish Ota-ona qaramogʻidan mahrum boʻlgan bolalar oila (farzandlikka olinishi, vasiylik, homiylik belgilanishi yoki tutingan oila)ga berilishi, bunday imkoniyat boʻlmaganda esa, yetim bolalar yoxud ota-onalar qaramogʻidan mahrum boʻlgan bolalar uchun tayinlangan muassasalar (tarbiya, davolash, aholini ijtimoiy himoyalash muassasasi va shunga oʻxshash boshqa muassasalar)ga tarbiyaga berilishi lozim.",116,1138,29.0,8.82,0.017,0.515,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,177,"Er-xotindan birining arizasi boʻyicha nikohdan ajralishni qayd etish Er-xotindan birining arizasi boʻyicha nikohdan ajralishni qayd etish uchun fuqarolik holati dalolatnomalarini yozish organiga quyidagilar taqdim etiladi: er (xotin)ning muomalaga layoqatsiz yoxud bedarak yoʻqolgan deb topilganligi toʻgʻrisida sudning qonuniy kuchga kirgan hal qiluv qarori"";"" er (xotin) uch yildan kam boʻlmagan muddatga ozodlikdan mahrum qilinganligi toʻgʻrisida sudning qonuniy kuchga kirgan hukmidan koʻchirma, shuningdek sudlangan er (xotin)ning oʻrtadagi bolalari va mol-mulki yuzasidan nizosi yoʻqligi toʻgʻrisidagi tilxat. 220-modda. Nikohdan ajralgandan keyin er-xotinning familiyasi Er-xotindan birining nikohgacha boʻlgan familiyasini qaytarish toʻgʻrisidagi istagi nikohdan ajralish haqidagi arizada koʻrsatilishi lozim. LexUZ sharhi Qarang: mazkur Kodeksning 46-moddasi, Oʻzbekiston Respublikasi Oliy sudi Plenumining 2011-yil 20-iyuldagi 06-sonli “Sudlar tomonidan nikohdan ajratishga oid ishlar boʻyicha qonunchilikni qoʻllash amaliyoti toʻgʻrisida”gi qarorining 30-bandi. 221-modda.",120,1081,24.0,8.02,0.047,0.628,law,False,dataset.csv,
wikipedia,Allopatrik turlanish,https://uz.wikipedia.org/wiki/Allopatrik_turlanish,3,"Kruaza Janubiy Amerika va Afrikadagi oʻsimlik hamda hayvonlar oʻrtasidagi oʻxshashlikni ular qachonlardir yagona populyatsiya boʻlgani, materiklar ajralishi (vikariansiya) natijasida esa ikki guruhga boʻlinib ketgani bilan tushuntirgan. Hozirda vikariansiya allopatrik turlar hosil boʻlishining asosiy va eng koʻp tarqalgan shakli deb hisoblanadi. Bu jarayonda tur areali togʻlar koʻtarilishi, daryolar oqimining oʻzgarishi yoki muzliklar siljishi kabi tashqi (ekstrinsik) toʻsiqlar tufayli boʻlaklarga ajraladi. Ajralib qolgan populyatsiyalar oʻz muhitiga moslashar ekan, vaqt oʻtishi bilan ularning tashqi koʻrinishi (fenotip) va genetik tuzilishi (genotip) oʻzgarib boradi. Ekologik sharoitlarning turlichaligi tabiiy tanlanishni kuchaytiradi va bu muqarrar ravishda toʻliq reproduktiv izolyatsiyaga olib keladi. Allopatriyada genetik farqlanishning asosiy dvigateli reproduktiv izolyatsiyadir.",101,897,16.83,7.89,0.307,0.593,science,False,dataset.csv,
wikipedia,Armanistonda futbol,https://uz.wikipedia.org/wiki/Armanistonda_futbol,1,"Armanistonda futbol (armancha: ֆուտբոլ futbol yoki votnagndak armancha: ոտնագնդակ) eng ommabop sport turi hisoblanadi. 2014-yil avgust holatiga koʻra futbol boʻyicha Armaniston milliy terma jamoasi FIFA Jahon reytingida 36-oʻrinni egallab turgan. 1991-yilda mustaqillikni qoʻlga kiritgandan soʻng, Armaniston FIFAning barcha musobaqalarida qatnashadigan oʻz milliy assotsiatsiyasiga ega boʻldi(Katta yoshlilar va yoshlar futboli). Ararat Yerevan FK Sovet Ittifoqidagi yuqori ligada yetakchi jamoalardan biri boʻlib, koʻpincha Yevropa musobaqalarida oʻynagan. Armanistonning bir qator futbolchilari SSSR terma jamoasida oʻynashgan, jumladan 1982-yilgi Jahon chempionatida Xoren Oganesiyan va 1960-yilda Eduard Markarovlar shular jumlasidandir. Keyinchalik Markarov Sovet Ittifoqi yoshlar jamoasining yordamchi murabbiyiga aylandi va 1991-yilda Portugaliyada boʻlib oʻtgan FIFA yoshlar oʻrtasidagi Jahon chempionatida murabbiylar shtabining bir qismi boʻlib ishladi va terma jamoa musobaqada 3-oʻrinni egalladi.",115,1009,19.17,7.78,0.316,0.618,sport,False,dataset.csv,
wikipedia,Astrofotografiya,https://uz.wikipedia.org/wiki/Astrofotografiya,1,"Astrofotografiya (ostro… vo fotografiya) – Astronomik kuzatuvlar usuli"";"" osmon yoritqichlarini fotografik yoʻl bilan suratga olishga asoslangan. Astrofotografiya kosmik jismlarning nisbiy koordinatalari va harakatlarini aniqlash, parallaksii oʻlchash, Quyoshning toʻla tutilishi paytlarida Eynshteyn effektini kuzatish va boshqa qator masalalar bilan shugʻullanadi, astrofizika, yulduz astronomiyasi va osmon mexanikasiga oid zarur maʼlumotlarni beradi. Teleskop yordamida koʻzga koʻrinmaydigan juda xira kosmik jismlarni ham fotografik yoʻl bilan suratga olish mumkin. Ultrabinafsha va infraqizil nurlarga juda sezgir fotoemulsiya ixtiro qilinganidan keyin Koinotni oʻrganishga keng yoʻl ochildi. Bir vaqtning oʻzida bir qancha kosmik jismlar yoki obyektning toʻla tasvirini olish fotografik kuzatish usulining muhim xususiyatlaridan biridir. Fotosurat olingandan keyin uni sinchiklab oʻrganib, yulduzlar xaritasi va katalogi, Quyosh, Oy, sayyoralar, kometalar, tumanliklar, galaktikalar va boshqa kosmik jismlar haqida yangi-yangi maʼlumotlar olinadi.",121,1052,17.29,7.7,0.314,0.642,science,False,dataset.csv,
wikipedia,Asosiy suvli qatlam,https://uz.wikipedia.org/wiki/Asosiy_suvli_qatlam,1,"Asosiy suvli qatlam (Gorizont) — Boshqa suvli jinslar orasida eng ser suv boʻlgan va amaliy talablarga (suv bilan taʼminlash, sugʻorishvab.) javob bera oladigan yer qatlami. Muhandislik geologiyada Asosiy suvli qatlam deb koʻpincha fizik-geologik hodisalarning taraqqiy etishida (surilmalar, suffoziya) asosiy ahamiyatga ega boʻlgan suvli gorizontlarga aytiladi.",45,362,22.5,7.07,0.244,0.517,other,False,dataset.csv,
wikipedia,Asinxron generator,https://uz.wikipedia.org/wiki/Asinxron_generator,1,"Asinxron generator — Generator rejimida ishlaydigan asinxron mashina"";"" mexanik energiyani elektr energiyasiga aylantirib beradi. Asinxron generator xarakatlantiruvchi dvigatel yordamida magnit maydon yoʻnalishida katta tezlik bilan aylantiriladi. Bu vaqtda Asinxron generator rotorinint sirpanishi manfiy boʻlib qoladi, mashina valida tormozlovchi moment vujudga keladi va energiyasini tarmoqqa berib, generator sifatida ishlaydi. Asinxron generatordan kichik quvvatli yordamchi elektr tok manbai va tormozlash qurilmasi sifatida foydalaniladi.",61,543,15.25,7.92,0.333,0.578,technology,False,dataset.csv,
wikipedia,Artrologiya,https://uz.wikipedia.org/wiki/Artrologiya,1,"Artrologiya (yun. arthron — boʻgʻim va logia — taʼlimot) — Odam organizmidagi boʻgʻim va uning kasalliklarini oʻrganadigan fan. Ichki ka-salliklarning bir boʻlimi. Boʻgʻimlar fiziologiyasi, patologiyasi toʻgʻrisidagi bilimlar rivojlanishi tufayli artrologiya alohida fan sifatida ichki kasalliklardan ajralib chiqdi. U boʻgʻim kasalliklarining kelib chiqishi, rivojlanishi va klinik koʻrinishini oʻrganadi hamda ularni davolash va oldini olish usullarini ishlab chiqadi.",56,470,11.2,7.41,0.259,0.474,health,False,dataset.csv,
wikipedia,Armanistonda futbol,https://uz.wikipedia.org/wiki/Armanistonda_futbol,3,"Ararat Yerevan FK 1973-yilgi Sovet chempionati va Kubogidagi gʻalabalari bilan ajralib turadi. Ararat FK 1974-75-yillardagi Yevropa kubogining chorak finaliga qadar yetib borgan va oxir-oqibat chempion Frans Bekkenbauerning Bavariya jamoasiga yutqazgan. Armanistondagi birinchi stadion ham 1920-yillar oxirida hozirgi Yerevan sirkining oldida qurilgan va „Spartak“ deb nomlangan. 1958-yilda Gyumri (oʻsha paytda Leninakan)da Shirak FKga asos solingan va 1991-yilda Armaniston mustaqillikka erishguniga qadar Sovet Ittifoqining birinchi ligasida oʻynagan. Futbol mustaqil Armanistonda eng ommabop sport turiga aylandi. Armaniston 1991-yilda mustaqil davlatga aylandi, Armaniston SSR futbolchilari avval futbol boʻyicha Sovet Ittifoqi terma jamoasida oʻynagan boʻlsa, endi oʻz milly jamoasida oʻynay boshladi. Armaniston futbol federatsiyasi 1992-yil 18-yanvarda tashkil topgan va 1992-yilda FIFA bilan, 1993-yilda UEFA bilan aloqalarni oʻrnatgan.",112,945,16.0,7.45,0.307,0.555,sport,False,dataset.csv,
wikipedia,Armanistonda futbol,https://uz.wikipedia.org/wiki/Armanistonda_futbol,2,"XX asrning boshlarida Usmonlilar imperiyasining tarkibidagi Konstantinopol, Smirna va boshqa koʻplab shaharlarda birinchi arman futbol klublari tashkil etilgan. Armaniston va Turkiya jamoalari oʻrtasidagi birinchi oʻyin 1906-yilda qayd etilgan. Balta-Liman nomli Armaniston klubi (Konstantinopol mahallasi nomidan, hozirgi Baltalimani deb nomlangan) Galatasaroy bilan maydonga tushdi. Keyinchalik Balta-Liman tarqatib yuborilgan va ikkita yangi klub: Araks va Tork tashkil etilgan. Biroq, Birinchi jahon urushi va Arman qirgʻinining boshlanishi armanlarning Usmonlilar sportiga qoʻshilishining pasayishiga olib keldi. Sovet Armanistonidagi futbol jamoalarining eng qadimgilari 1926-1927-yillarda qayd etilgan boʻlib, Tbilisida Trans-Kavkaz chempionati tashkil qilingan. Musobaqada uchta Janubiy Kavkaz mamlakati: Armaniston, Ozarbayjon va Gruziya ishtirok etgan. Armanistondagi birinchi professional klub 1935-yilda „Spartak“ nomi bilan tashkil topgan va keyinchalik „Ararat“ deb oʻzgartirilgan.",112,995,14.0,7.89,0.296,0.538,sport,False,dataset.csv,
wikipedia,Antiokiya universiteti,https://uz.wikipedia.org/wiki/Antiokiya_universiteti,3,"Ming kunlik urush tugagach, mamlakat barqarorlikni boshdan kechirdi va universitet rivojlandi. Birinchi o'ttiz yil ichida universitet o'z o'quv dasturini qayta tashkil etdi, ba'zi binolarni qayta loyihalashtirdi, bibliografik materiallarni sotib oldi va taniqli professorlarni ish bilan ta'minladi. Universitet shahri (ispancha: Ciudad Universitaria) 1960-yillarda qarz va xalqaro yordam bilan qurilgan. Bu talabalar va professor-o'qituvchilar sonini ko'paytirish, yangi fakultetlar va o'quv dasturlarini yaratish imkonini berdi. UdeA 1990-yillarning oʻrtalarida Antiokiya departamenti tarkibiga kiruvchi boshqa munitsipalitetlarda oliy taʼlimni taklif qilish uchun hududiylashtirish dasturini boshladi va Medellin tashqarisidagi 11 ta mintaqaviy kampuslarni qamrab oldi. Mukammallik guruhlarining aksariyati (A1, A va B) Universitet tadqiqot shtab-kvartirasida (ispancha: Sede de Investigación Universitaria -SIU-) jamlangan.",105,926,17.5,7.83,0.243,0.578,education,False,dataset.csv,
wikipedia,Antiokiya universiteti,https://uz.wikipedia.org/wiki/Antiokiya_universiteti,10,"Universitet mashg'ulotlarni taklif qiladi va aykido, shaxmat, yengil atletika, basketbol, velosport, toqqa chiqish, futbol, futzal, gimnastika, dzyudo, karate, og'ir atletika, suzish, regbi ittifoqi, softbol, taekvondo, tennis, tennis, triatlon bo'yicha universitet jamoalariga ega. Universitet akademik, badiiy, ekologik, ijtimoiy va sport faoliyati bilan shug'ullanadigan talabalar guruhlari va tashkilotlarini qo'llab-quvvatlaydi. Universitet tomonidan uchta madaniy guruh boshqariladi.Ularning uchtasi xalq raqslari guruhi, an’anaviy talabalar musiqa guruhi va xonandalar klubidir. Universitetning sobiq talabalari va professorlari orasida: sobiq prezidentlar – Alvaro Uribe Vélez, Mariano Ospina Peres, Karlos E. Restrepo, Liborio Mejía va Mariano Ospina Rodriges ""; yozuvchilar – Tomas Carrasquilla, Fernando Gonsales va Gonsalo Arango ;"" siyosatchilar – Karlos Gaviria Diaz va Fabio Valensiya Kossio kabilar bor. Altair Digital Communication",113,946,18.83,7.38,0.487,0.615,education,False,dataset.csv,
wikipedia,Antiokiya universiteti,https://uz.wikipedia.org/wiki/Antiokiya_universiteti,9,"Magistraturaga qabul bakalavriatdagi kabi murakkab. Umumiy bitiruv talablari uchun unvonga va siz o'qimoqchi bo'lgan o'quv bo'limiga qarab farqlanadi. Umuman olganda, barcha darajalarda chet tilini egallash talab etiladi va imtihonlar, suhbatlar, taklif qilingan ish yoki tadqiqot, bakalavriat baholari, nashrlar, mukofotlar, imtiyozlar, ish tajribasi, tadqiqot tajribasi, tadbirlarda ishtirok etish, taqdimotlar kabi turli talablar mavjud. va boshqalar. Universitetda Colciencias (A1, A, B, C va D) tomonidan tashkil etilgan toifalar bo'yicha 228 tadqiqot guruhlari mavjud. 2006-yilda universitet tadqiqot uchun taxminan 145 milliard AQSh dollari miqdorida sarmoya ajratdi. Universitet sportchilari ASCUN-Deportesning G'arbiy bo'limida, Antiokiyadan 24 ta institut bilan birga raqobatlashadilar. Bo'lim bosqichidagi o'yinlar jamoalarni milliy musobaqalarga saralaydi.",102,868,12.75,7.52,0.28,0.502,education,False,dataset.csv,
wikipedia,Antiokiya universiteti,https://uz.wikipedia.org/wiki/Antiokiya_universiteti,8,"Bakalavriatga qabul yiliga ikki marta o'tkaziladigan bilim sinovi orqali amalga oshiriladi. Kirish imtihonlari o'rta maktabda olingan ba'zi asosiy ko'nikmalar va bilimlarni o'lchaydigan vositadir. Bu umumiy qobiliyat imtihonidir va shuning uchun abituriyentni siz kirmoqchi bo'lgan martaba bo'yicha baholamaydi. Imtihon ikkita komponentdan iborat, o'qish malakasi testi (ispancha) va mantiqiy fikrlash testi va San'at fakultetidan tashqari barcha dasturlarning nomzodlariga teng. Imtiyozga ega bo'lish uchun siz minimal chegara ballidan o'tishingiz va har bir akademik dastur uchun mavjud bo'lgan o'rinlar soni doirasida bo'lishingiz kerak. Har bir semestr uchun test ko'pincha o'ta raqobatbardosh bo'ladi, ya'ni har bir akademik dasturlarga kirishda tanlov juda yuqori, ba'zi hollarda abituriyentlar ulushi 10% dan kamroqni tashkil qiladi.",106,840,17.67,6.93,0.343,0.589,education,False,dataset.csv,
wikipedia,Antiokiya universiteti,https://uz.wikipedia.org/wiki/Antiokiya_universiteti,7,"Rektor universitetning qonuniy vakili va yuqori lavozimli rahbari hisoblanadi. U akademik va ma'muriy boshqaruv uchun javobgardir. Unga xususiy yoki davlat sektorida boshqa ishga kirishga ruxsat berilmaydi. U Universitet Oliy Kengashi Prezidenti oldida o'z lavozimini egallaydi. Universitet o'zining flagman kampusida 25 ta akademik bo'limga ega: Universitet Medellinda 87 ta bakalavriat, 48 ta mutaxassislik, 41 ta tibbiy mutaxassislik, 53 ta magistratura va 22 ta doktorlik darajasini taklif etadi. Mintaqaviy talabalar shaharchasida ular 126 ta bakalavriat va ikkita magistrlik darajasini taklif qilishadi. UdeA shuningdek, chet el institutlari bilan talabalar almashinuvi dasturlari va ba'zi ikki darajali diplomlarni taklif qiluvchi bir qator xalqaro hamkorlikka ega, jumladan: Politecnico di Torino, Universidade de San Paulo va Politecnico di Milano.",112,857,16.0,6.66,0.219,0.51,education,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,138,"Vasiylik va homiylik organidan tashqari boshqa yuridik va jismoniy shaxslarning ota-ona qaramogʻidan mahrum boʻlgan bolalarni aniqlash va joylashtirish boʻyicha faoliyat yuritishiga yoʻl qoʻyilmaydi. LexUZ sharhi Qarang: Oʻzbekiston Respublikasi “Vasiylik va homiylik toʻgʻrisida”gi Qonuni 7-moddasining beshinchi qismi, Oʻzbekiston Respublikasi Vazirlar Mahkamasining 2014-yil 22-sentabrdagi 269-sonli qarori bilan tasdiqlangan “Oʻzbekiston Respublikasida vasiylik va homiylik toʻgʻrisida”gi nizomining 4-bandi. Tashkilotlarning (maktabgacha taʼlim tashkilotlarining, umumtaʼlim muassasalarining, davolash muassasalarining va boshqa muassasalarning), fuqarolar oʻzini oʻzi boshqarish organlarining mansabdor shaxslari va boshqa fuqarolar bolalar ota-ona qaramogʻidan mahrum boʻlganligidan xabardor boʻlgach, yetti kunlik muddat ichida bu haqda bolalar haqiqatda turgan joydagi vasiylik va homiylik organlariga xabar berishlari shart. Vasiylik va homiylik organi bunday maʼlumotlarni olgan kundan eʼtiboran uch kun ichida bolaning turmush sharoitini tekshirib chiqishi va bunda bolaning ota-ona yoki qarindoshlari qaramogʻidan mahrum boʻlganligi aniqlansa, uni joylashtirish masalasi hal boʻlguniga qadar bolaning huquq va manfaatlari himoya qilinishini taʼminlashi shart. (149-moddaning uchinchi qismi Oʻzbekiston Respublikasining 2020-yil 3-dekabrdagi OʻRQ-653-sonli Qonuni tahririda — Qonun hujjatlari maʼlumotlari milliy bazasi, 04.12.2020-y., 03/20/653/1592-son) LexUZ sharhi Qarang: Oʻzbekiston Respublikasi “Vasiylik va homiylik toʻgʻrisida”gi Qonunining 16-moddasi, Oʻzbekiston Respublikasi Vazirlar Mahkamasining 2014-yil 22-sentabrdagi 269-sonli qarori bilan tasdiqlangan “Oʻzbekiston Respublikasida vasiylik va homiylik toʻgʻrisida”gi nizomining 56, 59 va 60-bandlari, Vazirlar Mahkamasining 2024-yil 27-dekabrdagi 893-son “Yetim bolalar va ota-ona qaramogʻidan mahrum boʻlgan bolalarni joylashtirish shakllari boʻyicha ayrim normativ-huquqiy hujjatlarni tasdiqlash toʻgʻrisida”gi qarori.",212,1999,42.4,8.43,0.041,0.638,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,194,"Agar ushbu moddaga muvofiq amalga oshirilgan choralarga qaramay, chet el oila huquqi normalarining mazmuni aniqlanmagan boʻlsa, Oʻzbekiston Respublikasining qonunchiligi qoʻllaniladi. (238-moddaning toʻrtinchi qismi Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son)",37,375,18.5,9.16,0.081,0.375,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,137,"LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Konstitutsiyasi 77-moddasining ikkinchi qismi, Oʻzbekiston Respublikasi “Bola huquqlarining kafolatlari toʻgʻrisida”gi Qonuni 27-moddasining toʻrtinchi qismi. 149-modda. Ota-ona qaramogʻidan mahrum boʻlgan bolalarni aniqlash va hisobga olish Vasiylik va homiylik organlari ota-ona qaramogʻidan mahrum boʻlgan bolalarni aniqlaydi, bunday bolalarni hisobga oladi va ota-ona qaramogʻidan mahrum boʻlgan har bir holatga qarab, bolalarni joylashtirish shakllarini tanlaydi, shuningdek bundan buyon ularga taʼminot berish, ularni tarbiyalash va ularga taʼlim berish shart-sharoitlarini nazorat qilib boradi. LexUZ sharhi Qarang: mazkur kodeksning 150-moddasi, Oʻzbekiston Respublikasi Fuqarolik kodeksining 32-moddasi, Oʻzbekiston Respublikasi “Vasiylik va homiylik toʻgʻrisida”gi Qonuni, Oʻzbekiston Respublikasi Vazirlar Mahkamasining 2014-yil 22-sentabrdagi 269-sonli qarori bilan tasdiqlangan “Oʻzbekiston Respublikasida vasiylik va homiylik toʻgʻrisida”gi nizom.",107,1007,26.75,8.42,0.009,0.626,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,159,"Vasiylik va homiylikni belgilash va tugatish, davlat organlarining vasiylik va homiylik sohasidagi vakolatlarini amalga oshirish, vasiylar va homiylar huquqlarini amalga oshirish hamda majburiyatlarini bajarish, oʻzlariga nisbatan vasiylik yoki homiylik belgilangan shaxslar huquqlarini amalga oshirish hamda mulkiy huquqlari himoya qilinishini taʼminlash yuzasidan kelib chiqadigan huquqiy munosabatlar “Vasiylik va homiylik toʻgʻrisida”gi Oʻzbekiston Respublikasi Qonuni va boshqa qonunchilik hujjatlari bilan tartibga solinadi. (175-moddaning matni Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Vazirlar Mahkamasining 2014-yil 22-sentabrdagi 269-sonli qarori bilan tasdiqlangan “Oʻzbekiston Respublikasida vasiylik va homiylik toʻgʻrisida”gi nizom. (176 — 193-moddalar Oʻzbekiston Respublikasining 2014-yil 20-yanvardagi OʻRQ-365-sonli Qonuniga asosan oʻz kuchini yoʻqotgan — OʻR QHT, 2014-y., 4-son, 45-modda) [OKOZ: 1.04.00.00.00 Oila qonunchiligi / 04.05.00.00 Ota-onalar qarovisiz qolgan bolalarni tarbiyalash shakllari / 04.05.04.00 Oilaga tarbiyaga berish (patronat)] 22-bob.",133,1244,44.33,8.36,0.016,0.348,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,123,"Alimentni sud tartibida undirish Aliment olish huquqiga ega boʻlgan shaxs, aliment talab qilish huquqi vujudga kelganidan soʻng qancha muddat oʻtganidan qatʼi nazar, xohlagan vaqtda aliment undirish toʻgʻrisidagi talab bilan sudga murojaat qilishga haqlidir. Mazkur shaxs, nizo boʻlmagan taqdirda, voyaga yetmagan bolalar uchun aliment undirish toʻgʻrisidagi ariza bilan sudga murojaat etishga haqli boʻlib, bu ariza buyruq tartibida ish yuritish tarzida koʻrib chiqiladi. LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Fuqarolik protsessual kodeksining 18-bobi (“Sud buyrugʻi). Aliment sudga murojaat etilgan paytdan boshlab undiriladi. Agar taʼminot uchun mablagʻ olish choralari sudga murojaat qilingunga qadar koʻrilganligi, ammo aliment toʻlashi shart boʻlgan shaxsning uni toʻlashdan bosh tortganligi oqibatida aliment olinmaganligi sud tomonidan aniqlansa, oʻtgan davr uchun aliment sudga murojaat etilgan paytdan boshlab uch yillik muddat doirasida undirib olinishi mumkin. (136-moddaning ikkinchi va uchinchi qismlari Oʻzbekiston Respublikasining 2003-yil 12-dekabrdagi 568-II-son Qonuniga muvofiq ikkinchi, uchinchi va toʻrtinchi qismlar bilan almashtirilgan — Oliy Majlis Axborotnomasi, 2004-y., 1-2-son, 18-modda) 137-modda.",149,1235,24.83,7.3,0.047,0.561,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,124,"Ish beruvchining (tashkilot maʼmuriyatining) aliment ushlab qolish majburiyati Aliment toʻlashi shart boʻlgan shaxsning ish joyidagi ish beruvchi yoki pensiya, nafaqa, stipendiya olayotgan joyidagi tashkilot maʼmuriyati aliment toʻlash toʻgʻrisidagi notarial tartibda tasdiqlangan kelishuvga yoki ijro varaqasiga asosan aliment toʻlashi shart boʻlgan shaxsning ish haqidan va (yoki) boshqa daromadidan har oyda aliment ushlab qolib, aliment toʻlashi shart boʻlgan shaxsga ish haqi toʻlangan va (yoki) boshqa daromadlar olingan kundan boshlab, uch kundan kechiktirmay aliment oluvchi shaxsga aliment toʻlashi yoki aliment toʻlashi shart boʻlgan shaxsning hisobidan unga oʻtkazishi shart. 138-modda. Aliment toʻlovchining ish, oʻqish joyi va turar joyi oʻzgarganligi haqida xabar qilish majburiyati Sudning hal qiluv qarori yoki aliment toʻlash toʻgʻrisidagi notarial tartibda tasdiqlangan kelishuv boʻyicha aliment ushlab qolishi lozim boʻlgan ish beruvchi (tashkilot maʼmuriyati) aliment toʻlovchi shaxs bilan mehnat shartnomasi bekor qilinganligi haqida, shuningdek uning yangi ish, oʻqish joyi yoki turar joyi unga maʼlum boʻlsa, bu haqda sudning hal qiluv qarori ijro etiladigan joydagi davlat ijrochisiga yoki aliment oluvchi shaxsga uch kun muddat ichida xabar berishi shart.",164,1280,54.67,6.81,0.037,0.611,law,False,dataset.csv,
