"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score"
"gazeta.uz","«Мурунтов» конида БелАЗ пикапни босиб кетди, икки киши ҳалок бўлди","https://www.gazeta.uz/uz/2026/07/22/incident/","1","Навоий кон-металлургия комбинатининг «Мурунтов» конида БелАЗ русумли карьер самосвали хизмат пикапини босиб кетди. Бу ҳақдаги маълумот ижтимоий тармоқларда тарқалди. Уни корхона матбуот хизмати тасдиқлади. Хабар қилинишича, ҳодиса 21 июль куни соат 5:30 да содир бўлган. Оқибатда комбинатнинг икки нафар ходими ҳалок бўлган. Ҳуқуқни муҳофаза қилувчи органлар томонидан терговга қадар текширув ўтказилмоқда. Назорат қилувчи давлат ташкилотлари ҳодиса сабабларини ўрганиш бўйича текширувни бошлади. НКМКда таъкидланишича, комбинатнинг масъул хизматлари томонидан бундай ҳодисаларнинг олдини олиш бўйича қўшимча чора-тадбирлар кўрилмоқда.","75","635","9.38","7.21","0.52","0.522"
"gazeta.uz","Ўзбекистонда сўровда қатнашган қарз олувчиларнинг 61 фоизи қарзини ўз вақтида тўлашда қийналмоқда — МБ","https://www.gazeta.uz/uz/2026/07/22/loans/","1","Ўзбекистон Марказий банкининг сўровида қатнашган ва қарз мажбуриятларига эга бўлган ҳар ўн нафар иштирокчидан олти нафари уларни ўз вақтида қайтаришда қийинчиликларга дуч келаётганини билдирган. Аҳолининг қарз юки бўйича сўров натижалари Марказий банкнинг 2025 йил учун молиявий барқарорлик шарҳида келтирилган. Тадқиқот 2026 йил 20−27 январь кунлари ўтказилган. Унда Ўзбекистоннинг барча ҳудудларидан қарийб 5800 нафар аҳоли иштирок этган. Қарз юкини баҳолашда респондентларнинг банк ва банкдан ташқари ташкилотлар олдидаги мажбуриятлари ҳисобга олинган. Жами респондентларнинг 77 фоизи ўзи ёки оила аъзоларидан бирида банк ва банкдан ташқари қарз мажбуриятлари мавжудлигини қайд этган. Шу билан бирга, респондентларнинг 68 фоизи банкдан қарз мажбуриятига эга бўлиб, ушбу респондентларнинг ҳар бешдан бирида (21%) банкдан ташқари қарз мажбуриятлари ҳам мавжуд.","110","861","14.71","6.96","0.262","0.523"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","22","Жумладан, ўтган йилда 275 миллиард сўмлик техника ва механизмлар буюртмачиларга етказиб берилди. Корхона импорт ўрнини босувчи маҳсулотлар ишлаб чиқариш ҳажмини кенгайтиришга ҳам алоҳида эътибор қаратмоқда. Шу мақсадда Тошкент шаҳрининг Янгиҳаёт туманидаги 10 гектар ер майдонида янги завод қуриш режалаштирилган. Бу эса йилига 15-18 миллион долларлик маҳсулотларни маҳаллийлаштириш имконини беради. Давлатимиз раҳбари мажмуадаги ишлаб чиқариш жараёнлари, маҳсулотлар ҳамда замонавий технологик ечимларни кўздан кечирди. Соҳа мутасаддилари ва муҳандислар билан мулоқотда маҳаллийлаштиришни кенгайтириш, саноат кооперациясини ривожлантириш, юқори қўшилган қийматли маҳсулотлар ишлаб чиқариш масалаларига алоҳида эътибор қаратилди. Президент Шавкат Мирзиёев Нурафшон шаҳридаги “Янги Ўзбекистон” боғида Тошкент вилояти жамоатчилиги билан тантанали учрашувда иштирок этди. Тадбирда нуронийлар, ёшлар ва фаоллар қатнашди.","105","916","12.75","7.72","0.294","0.524"
"kun.uz","Mirzacho‘ldagi uch qiz fojiasi: bu tasodifmi yoki tizimli muammo?.","https://kun.uz/news/2026/07/22/mirzacholdagi-uch-qiz-fojiasi-bu-tasodifmi-yoki-tizimli-muammo","5","Bir so‘z bilan aytganda, bunday xavf mavjudligi aniq bo‘lgan va shuning uchun ham hududlarga ogohlantirish xati yuborilgan. Mirzacho‘ldagi uch qiz o‘limi bo‘yicha huquqiy baho berish fikridan yiroqmiz. Biroq ko‘ngilni xira qiladigan bir qator savollar yuzaga chiqmoqda. Xo‘sh, mamlakat bo‘ylab suv tejovchi texnologiyalar uchun qurilgan minglab sun’iy hovuzlar xavfsizligi qay darajada ta’minlangan? Hovuz qurilgandan keyin uning sifati, nazorati kimning zimmasida bo‘ladi? Xavfsizlik talablari bajarilmagan inshootdan foydalanishga ruxsat beriladimi? Chunki bugun gap bitta hovuz haqida emas. Agar xavfsizlik suvni tejash siyosati bilan birga rivojlanmasa, ertaga boshqa bir hududda yana shunday fojia takrorlanmasligiga hech kim kafolat bera olmaydi. Aks holda, suvni asrash uchun qurilgan inshootlar inson hayoti uchun xavf manbai bo‘lib qolaveradi.","109","852","13.44","5.93","0.438","0.525"
"kun.uz","Mirzacho‘ldagi uch qiz fojiasi: bu tasodifmi yoki tizimli muammo?.","https://kun.uz/news/2026/07/22/mirzacholdagi-uch-qiz-fojiasi-bu-tasodifmi-yoki-tizimli-muammo","2","Bu hovuzlar hozircha muqarrar tuzoq So‘nggi yillarda O‘zbekistonda suv tanqisligi kuchayib bormoqda. Shu bois davlat qishloq xo‘jaligida suv tejovchi texnologiyalarni joriy etishga alohida e’tibor berilmoqda. Bugun yuz minglab gektar maydonlarda tomchilatib sug‘orish tizimlari ishlamoqda. Bu texnologiyaning asosiy qismi esa sun’iy suv hovuzlaridir. Ular kanal yoki ariqdan kelgan suvni yig‘ib turadi, keyin nasoslar orqali sug‘orish tarmog‘iga uzatadi. Suvning yerga shimilib ketmasligi uchun hovuz tubiga geomembrana yoki polimer plyonka yotqiziladi. Bu texnologiya suvni tejash nuqtai nazaridan samarali hisoblanadi. Ammo ayni shu qoplama namlanganida o‘ta silliq yuza hosil qiladi. Agar hovuz tik qiyalikda qurilgan bo‘lsa, suvga tushgan odam devorga tirmashib chiqishi amalda juda mushkul.","101","795","12.44","6.01","0.509","0.532"
"kun.uz","Qaysi mamlakatlarda sayyohlar mahalliy aholidan ko‘p?.","https://kun.uz/news/2026/07/23/qaysi-mamlakatlarda-sayyohlar-mahalliy-aholidan-kop","2","Mamlakatda aeroport bo‘lmasa-da, turizm iqtisodiyotning qariyb 80 foizini ta’minlaydi. Sayyohlarni tog‘-chang‘i kurortlari, termal majmualar, tog‘ manzaralari va bojsiz savdo tizimi jalb qiladi. Reytingning yuqori qismidagi davlatlarning aksariyati orol mamlakatlaridir. Ular orasida Malta har bir aholiga 6,3 nafar sayyoh to‘g‘ri kelishi bilan Islandiya (5,6)dan oldinda turadi. Karib havzasida Bagama orollari har bir aholiga 4,7 nafar sayyoh bilan yetakchilik qilmoqda. Keyingi o‘rinlarda Antigua va Barbuda (3,5) hamda Barbados (2,5) qayd etilgan. Hind okeanida esa Maldiv orollari har bir aholiga 3,2 nafar, Seyshel orollari esa 2,8 nafar sayyoh qabul qiladi. Reytingdan nafaqat mikrodavlatlar va orol mamlakatlari, balki aholisi millionlab bo‘lgan Yevropa davlatlari ham o‘rin olgan.","102","789","13.12","6.04","0.476","0.534"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","41","Tabletja ulkan mashhurlikka erishib, jamiyat va madaniyatga katta taʼsir koʻrsatdi. Bu ayollarning kollejga borishi va bitiruv koʻrsatkichlarining keskin oshishiga yordam berdi. 1960-yillarda intrauterin vositalarning yangi shakllari joriy etildi, bu esa uzoq muddatli kontratseptiv taʼsirning mashhurligini oshirdi. 1965-yilda AQSh Oliy sudi Griswold v. Connecticutga qarshi ishni hal qildi. Hukumat er-xotinlarga tugʻilishni nazorat qilish vositalaridan foydalanishni taqiqlash konstitutsiyaga zid edi. 1967-yilda ijtimoiy faol Bill Baird Boston universitetida tugʻilishni nazorat qilish va abort boʻyicha maʼruza paytida talabaga kontratseptiv koʻpik va prezervativ tarqatgani uchun hibsga olingan. Bairdning sudlanganligi ustidan shikoyati Eisenstadt v. Baird (1972) ishiga sabab boʻldi. Bu esa turmush qurmagan juftliklar uchun Griswold xoldingini kengaytirdi va shu bilan barcha amerikaliklar uchun tugʻruqni nazorat qilishni qonuniylashtirdi. 1970-yilda Kongress odobsizlikka qarshi federal qonunlardan kontratsepsiya haqidagi havolalarni nihoyat olib tashladi; 1973-yilda Roe v.","127","1086","11.55","7.2","0.449","0.535"
"wikipedia","Abel Aganbegyan","https://uz.wikipedia.org/wiki/Abel_Aganbegyan","4","Rossiya Fanlar akademiyasi akademik kengashi aʼzosi. Butunittifoq „Bilim“ jamiyati boshqaruvi qoshidagi iqtisodiy bilimlarni targʻib qilish seksiyasi byurosi raisi. „EKO“ jurnalining bosh muharriri (1970-1988), „Fan va turmush“, „Moliya va biznes“, „Iqtisodiyot va boshqaruv“ va „Iqtisodiy siyosat“ jurnallari tahrir hay’ati aʼzosi. Bolalari: Qizi Yekaterina (1959-yil) — AQShda yashaydi. Oʻgʻli Ruben (1972-yil) — rossiyalik moliyachi.","52","436","10.0","6.72","0.58","0.536"
"wikipedia","Abel Aganbegyan","https://uz.wikipedia.org/wiki/Abel_Aganbegyan","1","Abel Gezevich Aganbegyan (armancha Աբել Գյոզի Աղանբեկյան; 1932-yil 8-oktyabr, Tiflis) — sovet va rus iqtisodchisi, sanoat ishlab chiqarishini tashkil etish, mehnat unumdorligi muammolari, ish haqi, makroiqtisodiyot, ekonometrika, menejment boʻyicha mutaxassis. Rossiya Fanlar akademiyasi akademigi, SSSR Fanlar akademiyasi (1974, 1964-yildan beri muxbir aʼzosi), Britaniya akademiyasining muxbir aʼzosi (1988), Rossiya Fanlar akademiyasining faxriy aʼzosi. Qayta qurish yillarida (1985-1991) KPSS Markaziy Qoʻmitasi Bosh kotibi M. S. Gorbachyovning iqtisodiyot masalalari boʻyicha maslahatchisi boʻlgan. Iqtisod fanlari doktori (1963), professor (1965). 1932-yil 8-oktyabrda Tiflis (Hozirgi Tbilisi) shahrida arman oilasida tugʻilgan. Moskva davlat iqtisodiyot institutining umumiqtisodiyot fakultetini (1955) va shu yerda sirtqi aspiranturani (1958) tamomlagan. 1956-yildan KPSS aʼzosi.","101","887","10.0","7.44","0.511","0.537"
"uza.uz","Спорт вазири Янги Тошкент стадионининг қурилиш жараёни билан танишди","https://uza.uz/uz/posts/sport-vaziri-yangi-toshkent-stadionining-qurilish-zharayoni-bilan-tanishdi_885749","2","Мулоқот давомида қурилиш жараёнини белгиланган муддатларда ва сифатли якунлаш, стандартларга риоя этиш зарурлиги айтилиб, инфратузилма объектларининг коммуникация ва техник тузилмалари юзасидан зарур тавсиялар билдирилди. Т. Рўзиев, ЎзА","27","236","9.0","7.59","0.556","0.538"
"gazeta.uz","Ўзбекистонда микроқарз олувчиларнинг ҳар бирига ўртача қарийб иккитадан шартнома тўғри келмоқда — МБ","https://www.gazeta.uz/uz/2026/07/22/microloan/","4","Шу билан бирга, микроқарзлар бўйича муаммоли кредитларнинг сифат таркиби бироз ёмонлашган. 2025 йил якунига кўра, микроқарзлар бўйича муаммоли кредитларнинг 49 фоизи «шубҳали» ва «умидсиз» деб таснифланган кредитлар ҳиссасига тўғри келган. Мазкур кўрсаткич 2024 йил билан таққослаганда 2 фоиз бандга юқорилаган. Марказий банк микроқарзлар бўйича муаммоли қарздорликнинг янада ўсиши банкларнинг кредит йўқотишларини кўпайтириши мумкинлигидан огоҳлантирди. Бу хавф микроқарзлар одатда гаров билан таъминланмаслиги сабабли янада кучаяди. Шу боис мижоз тўловга лаёқатсиз бўлиб қолган тақдирда, банкнинг йўқотишларни қоплаш имкониятлари чекланган бўлади. 2026 йил 1 январь ҳолатига жисмоний шахсларга берилган кредитлар ҳажми 220,3 трлн сўмга етди. Уларнинг банк тизими умумий кредит портфелидаги улуши бир йил давомида 3 фоиз бандига ошиб, 36 фоизни ташкил қилди.","110","859","12.62","7.03","0.416","0.538"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","34","Ushbu shubhalarga qaramay koʻplab afro-amerikalik rahbarlar afro-amerikalik hamjamiyatga tugʻilishni nazorat qilish vositalarini yetkazib berish boʻyicha harakatlarni qoʻllab-quvvatladilar. 1929-yilda qora tanli ijtimoiy ishchi va Nyu-York shahar ligasi rahbari James H. Hubert Sangerdan Harlemda klinika ochishni soʻradi. Sanger Rosenwald Funddan mablagʻ oldi va 1930-yilda afro-amerikalik shifokorlar bilan ishlaydigan klinikani ochdi. Klinikani afro-amerikalik shifokorlar, hamshiralar, ruhoniylar, jurnalistlar va ijtimoiy xodimlardan iborat 15 kishilik maslahat kengashi boshqargan. Jarayon afro-amerikancha matbuot va afro-amerika cherkovlarida eʼlon qilindi, Rangli odamlarni rivojlantirish milliy assotsiatsiyasi (NAACP) hammuassisi W. E. B. Du Boisning roziligi olindi. 1940-yillarning boshlarida Amerika tugʻilishni nazorat qilish federatsiyasi (BCFA) Negro xizmati (DNS) boʻlimi tomonidan boshqariladigan Negro loyihasi deb nomlangan dasturni boshladi.","105","963","11.2","7.27","0.473","0.539"
"kun.uz","Ho‘rmuz bo‘g‘ozidagi keskinlik: IIMK yangi hujumlar bilan tahdid qildi.","https://kun.uz/news/2026/07/23/hormuz-bogozidagi-keskinlik-iimk-yangi-hujumlar-bilan-tahdid-qildi","2","Nashr ma’lumotiga ko‘ra, tanker 19 iyul kechqurun Ho‘rmuz bo‘g‘ozida o‘qqa tutilgan. Kema O‘mondan yo‘lga chiqqan bo‘lib, Fors ko‘rfazi tomon harakatlanayotgan paytda unga ikkita snaryad tekkan. Hujum oqibatida mashina bo‘limida yong‘in chiqqan va ekipaj kemani tark etishga majbur bo‘lgan. Yevropa kosmik agentligi (ESA)ning 21 iyuldagi sun’iy yo‘ldosh tasvirlarida o‘lchami va palubasi rangi Kavomaleas tankeriga mos keladigan kema Eron hududiy suvlarida, Larak oroli yaqinida turgani aks etgan. Suratlarda uning mashina bo‘limidan tutun ko‘tarilayotgani ham ko‘rinadi. Financial Times ta’kidlashicha, tanker hujumga uchragan dengiz hududi hozir bo‘sh. Tahlilchilar yuqori ehtimol bilan kema Eron tomonidan qo‘lga olingan deb hisoblamoqda. Nashr ma’lumotiga ko‘ra, tanker Fors ko‘rfazida 500 ming barreldan ortiq neft yukini qabul qilishi kerak edi.","110","851","16.62","5.23","0.391","0.54"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","14","Sanger 1915-yil oktyabr oyida Qoʻshma Shtatlarga qaytib keldi. U Amsterdamda dunyodagi birinchi tugʻilishni nazorat qilish klinikasini ochishni rejalashtirdi. Sanger birinchi navbatda unga qarshi qoʻyilgan ayblovlarga qarshi kurashishi kerak edi. Mashhur advokat Clarence Darrow Sengerni tekin himoya qilishni taklifini berdi, ammo jamoatchilik bosimi natijasida hukumat 1916-yilning boshida ayblovlarni olib tashladi. Endi qamoq tahdidi ostida boʻlmagan Sanger mamlakat boʻylab muvaffaqiyatli nutq safarini boshladi, bu esa uni AQShda tugʻilishni nazorat qilish harakati rahbariga aylantirdi. William J. Robinson va Marry Dennett kabi boshqa yetakchi shaxslar fonda ishlashni tanladilar yoki boshqa sabablarga eʼtibor qaratdilar. Keyinchalik 1916-yilda Sanger Massachusets tugʻilishni nazorat qilish ligasi va qamoqdagi tugʻilishni nazorat qilish faoli Van Kleeck Allisonga yordam berish uchun Bostonga bordi.","111","910","13.88","6.98","0.36","0.54"
"kun.uz","2026 yilda qaysi davlatlarning qarzi eng katta bo‘ladi?.","https://kun.uz/news/2026/07/23/2026-yilda-qaysi-davlatlarning-qarzi-eng-katta-boladi","3","Gretsiya va Italiyada davlat qarzi YaIMning 135 foizidan oshadi. Italiyaning umumiy davlat qarzi 3,8 trillion dollar atrofida bo‘lishi kutilmoqda, bu Fransiya va Buyuk Britaniyaga nisbatan kamroq bo‘lsa-da, mamlakatning qarz yuki yuqoriligicha qolmoqda. Ispaniya davlat qarzi 2026 yilda 2,1 trillion dollar yoki YaIMning taxminan 98 foiziga teng bo‘lishi prognoz qilingan. Germaniya esa Konstitutsiyada belgilangan «qarz tormozi» mexanizmi tufayli davlat qarzini nisbatan past darajada ushlab turishda davom etadi. Mamlakat davlat qarzi 3,5 trillion dollar atrofida bo‘lishi kutilmoqda, bu Fransiya, Italiya va Buyuk Britaniyanikidan kam hisoblanadi.","83","650","16.4","6.51","0.28","0.542"
