"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score","domain"
"wikipedia","Muvozanatlashgan to‘p","https://uz.wikipedia.org/wiki/Muvozanatlashgan_to‘p","3","Bu yerda a, v, r toʻpning t vaqt boʻyicha tezlanishi, tezligi va holatini ifodalaydi. Gravitatsion kuch pastga yoʻnaltirilgan va quyidagiga teng. F G = m g , {\displaystyle F_{\text{G}}=mg,} Bu yerda m — toʻpning massasi va g — tortishish tezlanishi, Yerda 9.764 m/s2 orasida oʻzgarib turadi.9.764 m/s2 va 9.834 m/s2 . Boshqa kuchlar odatda kichik boʻlganligi sababli, harakat koʻpincha faqat tortishish taʼsirida boʻlgandek ideallashtiriladi . Agar toʻpga faqat tortishish kuchi taʼsir etsa, uning parvozi paytida mexanik energiya saqlanib qoladi. Bu ideallashtirilgan holatda harakat tenglamalari berilgan: a = − g j ^ , v = v 0 + a t , r = r 0 + v 0 t + 1 2 a t 2 , {\displaystyle {\begin{aligned}\mathbf {a} &=-g\mathbf {\hat {j}} ,\\\mathbf {v} &=\mathbf {v} _{\text{0}}+\mathbf {a} t,\\\mathbf {r} &=\mathbf {r} _{0}+\mathbf {v} _{0}t+{\frac {1}{2}}\mathbf {a} t^{2},\end{aligned}}} bu yerda a, v va r toʻpning tezlanishi, tezligi va holatini, v 0 va r 0 esa mos ravishda toʻpning boshlangʻich tezligi va holatini bildiradi.","162","1030","14.9","4.77","0.067","0.338","science"
"wikipedia","Amazigh tili","https://uz.wikipedia.org/wiki/Amazigh_tili","2","Berber, arab va lotin alifbolari yordamida berber tili va uning lahjalarini yozib olishga harakat qilingan. Berberlar","16","117","8.0","6.25","0.25","0.338","law"
"wikipedia","Umr","https://uz.wikipedia.org/wiki/Umr","5","Mas, gʻoʻza va kanakunjut tropikada kup yillik, moʻʼtadil iqlimda bir yillik; koʻngʻirbosh pasttekisliklarda bir yillik, tof sharoitida koʻp yillik boʻlib oʻsadi. Bir yillik oʻsimliklar orasida efermerlar ayniqsa qisqa (bir necha oy) U. koʻradi. Koʻp yillik oʻtlar U.i har xil: ayrim paporotniklar 100 yildan ortiq; gulli usimliklardan ut, buta, chalabutalar bir necha 10 yildan 100 yilgacha; baland togʻlarda usadigan ayrim chalabutalar (saurarcha) 300-yil, hatto 800-yil U. kuradi. Oʻsimliklar orasida, ayniqsa, daraxtlarning U.i uzoqboʻladi. Masalan, mamont daraxti 4 ming y., baobab 4—5 ming y. U. koʻradi. AQShning Kaliforniya va Nevada shtatlari chegarasida 4300 va 4680-yil umr kurgan qaragʻaylar; Surxon vodiysi Sayrob qishlogʻida 700 yilga yaqin U. koʻrgan chinorlar bor.","107","780","7.29","5.97","0.314","0.341","science"
"wikipedia","Umr","https://uz.wikipedia.org/wiki/Umr","1","Umr, umr koʻrish — organizm yashash davrining davomiyligi (ontogenezi). U. organizmni qarilik va oʻlimga olib keladigan, yemiradigan va qayta tiklaydigan fiziologik va biokimyoviy jarayonlarning oʻzaro taʼsiridan iborat. Odatda, fiziologik, ekologik va oʻrtacha U. farq qilinadi. Fiziologik U. tur individining qulay yashash sharoitidagi maksimal yoshi bn; ekologik U. esa uning tabiiy sharoitdagi maksimal yoshi bilan belgilanadi. Oʻrtacha U. populyatsiya individlari umrining oʻrtacha arifmetik qiymatidan iborat. Oʻrtacha U. tashqi muhit sharoiti taʼsirida oʻzgarib turadi; fiziologik va ekologik U. esa oʻzgarmas konstant hisoblanadi. Hayvonlar U.i suyak qoldiqlari va tishlari, baliqlarniki — tana oʻlchamlari, tangachalar va suzgʻich nurlari kesimi; mollyuskalar U.i chigʻanoq halqalari orqali taxminan aniqlanadi.","102","820","6.38","6.76","0.304","0.345","science"
"wikipedia","Mirzo Ulugʻbek","https://uz.wikipedia.org/wiki/Mirzo_Ulugʻbek","10","OʻzSSR Fanlar akademiyasi akademigi T.Qori-Niyoziy 1950-yilda „Ulugʻbek astronomik maktabi“ monografiyasini yozdi va buning uchun 1952-yilda Stalin mukofotiga sazovor boʻldi. Akademik I. M. Moʻminov tashabbusi bilan 1969-yil aprel oyida Toshkentda Mirzo Ulugʻbek tavalludining 575-yilligiga bagʻishlangan yubiley ilmiy anjumani boʻlib oʻtdi. 1970-yilda Samarqandda ilk bor Ulugʻbek haykali oʻrnatildi. 1966-yilda Oʻzbekistonda „Ulugʻbek yulduzi“ filmi suratga olindi. Yozuvchi Maqsud Shayxzoda 1961-yilda „Mirzo Ulugʻbek“ pyesasini yozdi. Yozuvchi Odil Yoqubov „Ulugʻbek xazinasi“ (1973) romanini yozdi. 1970-yillarda Oʻzbekistonda Odil Yoqubovning romani asosida „Ulugʻbek xazinasi“ nomli koʻp qismli videofilm suratga olindi. Oʻzbekistonning birinchi Prezidenti I. A. Karimovning farmoni bilan Oʻzbekistonda 1994-yil Mirzo Ulugʻbek yili deb eʼlon qilindi. Oʻzbekiston Milliy universitetiga Mirzo Ulugʻbek nomi berilgan.","106","921","7.64","6.93","0.243","0.348","culture"
"wikipedia","Leonid Abalkin","https://uz.wikipedia.org/wiki/Leonid_Abalkin","1","Leonid Ivanovich Abalkin (1930-yil 5-may, Moskva — 2011-yil 2-may, Moskva) — sovet va rus iqtisodchisi, SSSR FA akademigi (1987), RFA. SSSR Ministrlar Soveti raisining oʻrinbosari boʻlgan. MDUda xizmat koʻrsatgan professor (2001). 1986—1989-yillarda va 1991—2005-yillarda SSSR FA/RFA Iqtisodiyot instituti direktori. Berlin-Brandenburg FA xorijiy aʼzosi. Buxgalterlar Ivan Aleksandrovich (1894-1966) va Zoya Ivanovna (1896—1976) Abalkinlar oilasida dunyoga kelgan. Otasining akasi N. A. Abalkin „Pravda“ gazetasining adabiyot va sanʼat boʻlimi mudiri edi"". 1948-yilda G. V. Plexanov nomidagi Moskva xalq xoʻjaligi institutiga oʻqishga kirdi va uni 1952-yilda imtiyozli diplom bilan tamomladi. Oʻsha yildan boshlab Kaliningrad viloyati Gusev shahridagi Qishloq xoʻjaligi texnikumida dars bergan, oʻquv ishlari boʻyicha direktor oʻrinbosari boʻlgan.","104","847","7.69","6.39","0.29","0.349","economy"
"wikipedia","Anvar Qosimov","https://uz.wikipedia.org/wiki/Anvar_Qosimov","4","A.M.Kasimov, V.N.Dmitriev, 67, (1) s. il. 20 sm, Tashkent „Oʻzbekiston“ 1991 g. „Tursiya“. Tashkent, 1992. 152 s. (na uzb.yaz.). „Vneshnyaya politika Uzbekistana v svete konsepsii nenasiliya“. Tashkent, 1992 „Obʼedinenie prioritetov“ // Правда Востока. 16-yanvarya 1992. „Osnovnie napravleniya vneshney politiki Respubliki Uzbekistan“. T., 1994. 112 s. (v soavtorstve). „Osnovi diplomatii“. Tashkent, 1996. 110 s. (na uzb.yaz.). „Diplomaticheskaya i konsulskaya slujba“. Tashkent, 1998. 129 s. (na uzb.yaz.). „Mejdunarodno-pravovie aspekti sozdaniya zon, svobodnix ot yadernogo orujiya: konseptualniy i prakticheskiy aspekti“. Gos. nauch. izd-vo „Oʻzbekiston milliy ensiklopediyasi“, 1999 g, 112 str. „Vneshnepoliticheskie orientiri Respubliki Uzbekistan“. Tashkent, 2000. 120 s. „Osnovnie napravleniya vneshney politiki Respubliki Uzbekistan“ (2009) d.i.n. prof.","104","863","2.16","6.29","0.547","0.35","culture"
"wikipedia","Surma","https://uz.wikipedia.org/wiki/Surma","1","Surma (turkcha vggpe, lot. Stibium), Sb – Mendeleyev davriy sistemasining V guruhiga mansub kimyoviy element. Tartib raqami 51, atom massasi 121,25. Tabiiy Surma 2 ta barkaror izotopdan iborat. 121Sb (57,25%) va 124Sb(42,75%). Surmaning sunʼiy izotoplaridan muhimlari 122Sb, l23Sb va 125Sb. Surma juda qadimdan maʼlum. Sharq mamlakatlarida miloddan 3000-yil avval Surmadan turli idishlar yasashgan. Qad. Misrda mil. av. XIX asrda surma yaltirogʻi (tabiiy) mesten yoki stem nomi bilan qoshni boʻyashda qoʻllangan. Surma Yer poʻstining massa jihatidan 4•10–⁵% ini tashkil qiladi. Surma kristall va amorf shakllarda boʻladi. Kristall holdagi Surma oddiy sharoitda barqaror boʻlib, kumush kabi oq, yaltiroq, moʻrt metall. Suyuqlanish temperaturasi 630,5°, qaynash temperaturasi 1640Q5°, zichligi 6,69 g/sm³.","107","803","6.31","5.92","0.406","0.354","science"
"wikipedia","Abdulhoshim Mutalov","https://uz.wikipedia.org/wiki/Abdulhoshim_Mutalov","1","Abdulhoshim Mutalovich Mutalov (27-Aprel 1947-yil, Toshkent viloyati) – 1992—1995-yillarda faoliyat yuritgan Oʻzbekiston Bosh vaziri. 1976-yilda SSSR Oziq-ovqat sanoati institutini tugatgan. Injener-texnolog. 1965-1979 yillarda Toshkentdagi non mahsulotlari ishlab chiqarish kombinatida oddiy ishchidan kombinat direktori lavozimlarida ishlagan. 1979-1986-yillarda Ohangaron tumanidagi non mahsulotlari kombinati direktori. 1986-1991-yillarda OʻzSSR non mahsulotlari ministri. 1991-1992-yillarda Oʻzbekiston Respublikasi Vazirlar Mahkamasi raisining oʻrinbosari. 1992-1995-yillarda Oʻzbekiston Respublikasi Bosh vaziri boʻlgan.","60","627","7.5","8.03","0.183","0.356","politics"
"wikipedia","Abu-Dabi","https://uz.wikipedia.org/wiki/Abu-Dabi","1","Abu Dabi Abu Zabi – Birlashgan Arab Amirliklarining poytaxti. Abu Dabi amirligining maʼmuriy va savdo-transport markazi. Aholisi 921 ming kishi (2013-yil). Fors qoʻltigʻi sohilidagi port. Aeroporti xalqaro ahamiyatga ega. Neft qazib olinadigan rayonning markazi. Neft qayta ishlanadi. Baliq ovlanadi. Fors qoʻltigʻi boʻyida Zayd dengiz porti bor. Port orqali asosan neft, neft mahsulotlari va siqilgan gaz eksport qilinadi. Abu-Dabi nomi arabchadan „gʻazalning otasi“ (arabcha: abu – „ota“, arabcha: kẖab̊y, zabi – „gʻazal“) deb tarjima qilingan. Bu nom hududdagi gʻazallarning koʻpligi va Shohbut ibn Diyob Al Nahayon ishtirokidagi xalq ertaklaridan kelib chiqqan deb hisoblanadi. Afsonaga koʻra, Liva vohasidagi arab ovchilari jayronni quvib yurishgan.","101","754","7.77","6.04","0.337","0.356","economy"
"wikipedia","Leonid Abalkin","https://uz.wikipedia.org/wiki/Leonid_Abalkin","4","Rossiya ijtimoiy-iqtisodiy tafakkur maktabining asoslarini ishlab chiqqan. Shaxmatga qiziqqan, sport ustaligiga nomzod, Xalqaro shaxmat faxriylari assotsiatsiyasining faxriy raisi boʻlgan. Rossiya tarixi bilan va bogʻdorchilikka qiziqqan. 800 ga yaqin bosma ishlari, jumladan, 24 ta shaxsiy monografiyasi chop etilgan. = Manbalar =","40","331","7.4","7.46","0.243","0.358","economy"
"wikipedia","Insult","https://uz.wikipedia.org/wiki/Insult","12","Bosh miya po‘stlog‘iga yaqin joyda qon quyilsa, nutq buzilishlari motor yoki sensor afaziya bo‘ladi. Meningial belgilar bunda kamroq uchraydi, orqa miya suyuqligida qon bo‘lmaydi. Agar orqa miya suyuqligida qon bo‘lsa, unda aralash qon ketishi kuzatiladi. Subaraxnoidal qon ketish 50 yoshgacha bo‘lgan bemorlarda uchraydi. Bunga sabab bosh miya qontomirlar anevrizmlari 50 %ni tashkil etadi. Kamroq holatlarda arterial gipertenziya va bosh miya qontomirlari aterosklerozi sababchi bo‘ladi. Unda meningial va umumiy miya belgilari juda rivojlangan bo‘ladi. Mahalliy miya belgilari bo‘lmaydi yoki kam rivojlangan bo‘ladi. Qon ketish to‘satdan boshlanadi. Bemorda birdan bosh og‘riq, ensa mushagining tarangligi, Kernig, Brudzinskiy belgilari rivojlangan bo‘ladi. Bosh og‘riq kuchli bo‘lib, uning ta’siridan bemorlar qichqirib yuboradi, qo‘llari bilan boshini ushlaydi, bosadi.","111","874","11.45","5.73","0.222","0.363","health"
"wikipedia","Leonid Abalkin","https://uz.wikipedia.org/wiki/Leonid_Abalkin","2","Turmush oʻrtogʻi — Anna Vartanovna Abalkina (22.01.1931-17.05.2017). Farzandlari: Ivan (tugʻ. 1953) va Irina (tugʻ. 1961), iqtisodchi boʻlishgan. KPSSning XIX Butunittifoq konferensiyasida (1988) ommalashgan tezlashtirish konsepsiyasini tanqid qilib chiqdi: uning nuqtayi nazariga koʻra, mamlakat iqtisodiyoti iqtisodiy oʻsish sur’atlarini oshirishdan koʻra koʻproq tarkibiy qayta qurishga muhtoj edi. Qayta qurishni sotsializmni rivojlantirish va takomillashtirish mexanizmi deb hisobladi. Konferensiyada u M. S. Gorbachyovning partiya va davlat lavozimlarini birlashtirish amaliyotini joriy etish taklifini shubha ostiga oldi. 1989-yilda KPSSdan SSSR xalq deputati etib saylangan, ammo oʻsha yilning avgust oyida Vazirlar Kengashi raisining oʻrinbosari etib tayinlanganidan soʻng deputatlik vakolatlaridan voz kechgan. 1989—1990-yillarda SSSR Ministrlar Soveti Raisining oʻrinbosari. 1990-1991-yillarda KPSS Markaziy Qoʻmitasi aʼzosi.","105","936","6.31","7.4","0.317","0.364","economy"
"wikipedia","Abdusalom Azizov","https://uz.wikipedia.org/wiki/Abdusalom_Azizov","1","Azizov Abdusalom Abdumavlonovich (oʻzbekcha: Азизов Абдусалом Абдумавлонович; 20.01.1960, Toshkent) — oʻzbek davlat arbobi, general-leytenant. 2019-yildan 2024-yilgacha Oʻzbekiston Respublikasi Davlat xavfsizlik xizmati raisi. 2019-yil 15-iyuldan 2025-yil 21-yanvargacha Oʻzbekiston futbol assotsiatsiyasi raisi. 1981—1982 — Toshkent shahar ichki ishlar bosh boshqarmasida navbatchilik qismi xodimi. 1982—1986 — Toshkent militsiya maktabi tinglovchisi. 1986—1989 — Toshkent shahar ichki ishlar bosh boshqarmasi tergov boʻlimi tergovchisi, katta tergovchisi. 1989—1997 — Oʻzbekiston ichki ishlar vazirligi tergov boshqarmasi katta tergovchisi, uslubiy-nazariy boʻlimi boshligʻi oʻrinbosari, tergov boshqarmasi boshligʻining oʻrinbosari. 1997—1998 — Toshkent shahar ichki ishlar bosh boshqarmasi boshligʻining oʻrinbosari. 1998—2001 — Toshkent shahar Mirobod tumani ichki ishlar boshqarmasi boshligʻi. 2001—2002 — Toshkent shahar ichki ishlar bosh boshqarmasi boshligʻi. 2002—2006 — „Oʻzbekneftgaz“ milliy xolding kompaniyasi raisi. 2006—2008 — „Oʻzneftmahsulot“ aksiyadorlik jamiyati raisi. 2008—2008 — Oʻzbekiston Respublikasi Ichki ishlar vazirining oʻrinbosari — jamoat xavfsizligi xizmati boshligʻi. 2008—2009 — Oʻzbekiston Respublikasi Ichki ishlar vazirining birinchi oʻrinbosari — tezkor qidiruv xizmati boshligʻi. 2008—2009 — O'zbekiston Futbol Federatsiyasi vitse-prezidenti va „Mashʼal“ futbol klubi prezidenti. 2009—2017 — Jizzax viloyati ichki ishlar boshqarmasi boshligʻi. 2017—2017 — Oʻzbekiston Respublikasi Ichki ishlar vaziri. 2017-yil 14-yanvarda general-mayor unvoni berilgan. 2017—2019 — Oʻzbekiston Respublikasi Mudofaa vaziri. 2019-yil 14-yanvarda general-leytenant unvoni berilgan. 2019—2024 — Oʻzbekiston Respublikasi Davlat xavfsizlik xizmati raisi. 2024-yil 23-noyabr kuni Oʻzbekiston Respublikasi Prezidenti huzuridagi xavfsizlik kengashi kotibiyati ixtiyoriga oʻtkazilgan. 4-dekabr kuni O‘zbekiston prezidentining ijtimoiy-siyosiy, diniy-ma’rifiy va yoshlar masalalari bo‘yicha maslahatchisining yoshlar masalalari bo‘yicha o‘rinbosari lavozimiga tayinlandi 2019-yil 15-iyuldan 2025-yil 21-yanvargacha Oʻzbekiston futbol assotsiatsiyasi raisi.","234","2170","8.4","7.83","0.19","0.365","politics"
"wikipedia","Blüchern","https://uz.wikipedia.org/wiki/Blüchern","1","Blüchern — oddiy qimor kartasi oʻyini. Blüchern 52 ta fransuz oʻyin kartalari toʻplami yoki 32 ta fransuz yoki nemis oʻyin kartalari bilan oʻynaladi. Blüchern oʻyinida oʻyinchilar soni cheklanmagan. Blüchern tarixiy oʻyin hisoblanadi. Blüchern oʻyini bugungi kunda ijtimoiy o'yin sifatida o'ynaladi. Oʻyin nomi Prussiya general feldmarshali Gebxard Leberext fon Blyuxer sharafiga nomlangan. Gebxard Leberext fon Blyuxer bu oʻyinini o'ynashni yaxshi ko'rgan.","60","457","8.86","6.15","0.323","0.368","sport"
"wikipedia","Abdulhoshim Ismoilov","https://uz.wikipedia.org/wiki/Abdulhoshim_Ismoilov","2","Qator xorijiy mamlakatlarda oʻz ijrochilik mahoratini namoyish etgan. Maqom ijrochilarining 1-respublika tanlovi laureati (1983). 3nafar farzandning otasi. 2 ogil va 1 qiz","22","171","4.75","7.16","0.421","0.369","culture"
"wikipedia","Abu-Dabi","https://uz.wikipedia.org/wiki/Abu-Dabi","4","Shahar mamlakat neft qazib olishning markaziga aylanadi. Agar 1960-yillarning boshlarida Abu-Dabi kichik baliq ovlash maskani boʻlgan boʻlsa, 30 yildan soʻng u keng xiyobonlar va osmonoʻpar binolar qatoriga ega boʻlgan metropolga aylandi. Shaharning ayniqsa jadal oʻsishi 1968- yilda, besh yillik rivojlanish rejasi qabul qilinganda boshlandi; 1971-yilda Abu Dabi Birlashgan Arab Amirliklarining vaqtinchalik poytaxti boʻldi. 1996-yilda shahar BAAning doimiy poytaxti maqomini oldi. Shahar Fors koʻrfazining janubi-sharqiy qismidagi orolda, materikdan chorak kilometr uzoqlikda joylashgan. Orol materik bilan uchta yoʻl koʻprigi orqali bogʻlangan (2010-yil oxirigacha). Iqlimi tropik choʻl. Abu Dabi dunyodagi eng issiq shaharlardan biridir. Yogʻingarchilik juda kam (yiliga taxminan 50 mm) va yozda harorat 50 °C ga yetishi mumkin.","106","832","11.56","6.5","0.183","0.371","economy"
"wikipedia","Umr","https://uz.wikipedia.org/wiki/Umr","3","Tana haroratining 10 darajaga pasayishi bn, odatda, tana xarorati pasayadigan issiq qonli hayvonlar uyquga ketmaydigan hayvonlarga nisbatan bir necha marta koʻproq U. koʻradi. Ikkiga boʻlinib koʻpayadigan bir hujayralilar (mas, amyobalar) va toʻxtovsiz koʻpayadigan toʻqimalar qulay sharoitda cheksiz uzoq; ayrim tufelkalar kloni 10 yilgacha U. koʻradi. Evolyutsiya jarayonida uzoq yashashga imkon beradigan belgilar toʻplanib borishi natijasida turlar U.i uzayib borgan va uzoq U. koʻradigan yangi turlar paydo boʻlgan. Ayrim maʼlumotlarga qaraganda keyingi 60 yil davomida tuyokli va yirtqich sut emizuvchilarning fiziologik umri 2—3 marta ortgan. Odam U.i koʻp jihatdan ijtimoiy sharoit bilan bogʻliq. Masalan, oʻrtacha U. Qadimgi Gretsiyada 18 yilga, Qad.","100","759","8.08","6.48","0.34","0.372","science"
"wikipedia","Gilles Lipovetskiy","https://uz.wikipedia.org/wiki/Gilles_Lipovetskiy","3","Essai sur la société d’hyperconsommation, Gallimard nashrlari. 2006-yil La société de deception, Editions Textuel. 2006-yil L'écran global. Culture-médias va cinéma à l'âge hypermoderne (Jan Serroy bilan), Seuil. 2007-yil La Culture-monde. Réponse à une société désorientée, Parij, Odil Yakob. 2008-yil (Jean Serroy bilan) L’Occident mondialisé : Controverse sur la culture planétaire, Parij, Grasset. 2010-yil (Herve Juvin bilan)","56","430","8.5","4.53","0.485","0.372","education"
