"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score","domain"
"wikipedia","Blagodatne (Genichesk tumani)","https://uz.wikipedia.org/wiki/Blagodatne_(Genichesk_tumani)","1","Blagodatne (ukraincha: Благодатне) — Ukrainaning Xerson viloyati Genichesk tumanidagi qishloq. 2001-yilgi aholini roʻyxatga olish maʼlumotlariga koʻra qishloqda aholi soni 907 kishini tashkil qilgan. 81,535 km² maydonni egallaydi. Pochta indeksi — 75440. Telefon indeksi — 5531. KATO kodi — 6522981001. Xerson viloyati, Genichesk tumani, Blagodatnoe qishlogʻi,Kirov koʻchasi, 30.","47","379","5.43","7.34","0.316","0.351","science"
"wikipedia","Oqqoʻrgʻon","https://uz.wikipedia.org/wiki/Oqqoʻrgʻon","1","Oqqoʻrgʻon — kushonlar davriga oid qishloq harobasi (miloddan avvalgi1-asr — milodiy IV asrlar). Sherobod shahridan 8 km jan.-gʻarbda, Xoʻjaqiya qishlogʻi yaqinida joylashgan. O.ning saqlanpo qolgan kis-mi toʻgʻri toʻrtburchak shaklida, balandligi 3– 4 m, maydoni 0,6 ga. 1973—74 yillarda Oʻzbe-kiston FA Arxeologiya institutining Baqtriya ekspeditsiyasi (Sh. Pidayev) tomonidan arxeologik tadqiqot ishlari olib borilgan. Stratigrafik izlanishlar davomida yodgorlikning madaniy qatlamlari 6,5 m ni tashkil etishi va unda 5 ta meʼmoriy bosqich mavjud boʻlgani aniqlangan. O.ning eng soʻnggi meʼmoriy bosqichi toʻliq ochib oʻrganilgan. Bu yerda 5 ta aloqida joylashgan uylar majmuasi borligi qayd etilgan. Uylar bir-birlari bilan katta koʻcha va hovlilar bilan ajralib turgan.","101","774","8.17","6.41","0.286","0.355","culture"
"wikipedia","Abu Rayhon Beruniy","https://uz.wikipedia.org/wiki/Abu_Rayhon_Beruniy","4","Bu davrda Xorazmda oʻzgarishlar boʻlib, Maʼmun vafot etib, uning oʻrniga Ali ibn Maʼmun taxtga chiqqan edi. 997-yilda mashhur tabib Abu Ali Ibn Sino ham Urganchga keladi. 998-yil Beruniy Jurjonga keldi. U Jurjonda 1004-yilgacha yashaydi. Oʻzining oʻn beshga yaqin asarini shu yerda yaratdi. Jumladan, olimning „Qadimgi xalqlardan qolgan yodgorliklar“ asari 1000-yil atrofida shu yerda yozilgan. 1004-yilning bahorida Beruniy Xorazmga qaytdi. Bu vaqtda Xorazmning poytaxti Urganj edi. Urganchda u Oy tutilishini kuzatdi. Saroyda al-Masihiy, tabib al-Hammar, Ibn Iroq va boshqalar ishlar edilar. Urganjda Beruniy matematika, astronomiya bilan bir qatorda fizika va mineralogiyaning baʼzi masalalari bilan shugʻullandi. Minerallarni aniqlash, ularni tizimga solishda solishtirma ogʻirliklardan foydalanish gʻoyasi ham mana shu yerda tugʻildi. 1017-yilning yozida turkiy podsho Mahmud Gʻaznaviyning buyrugʻiga koʻra Beruniy asir sifatida Gʻaznaga olib ketildi.","122","956","9.54","6.31","0.25","0.36","culture"
"wikipedia","Leonid Abalkin","https://uz.wikipedia.org/wiki/Leonid_Abalkin","1","Leonid Ivanovich Abalkin (1930-yil 5-may, Moskva — 2011-yil 2-may, Moskva) — sovet va rus iqtisodchisi, SSSR FA akademigi (1987), RFA. SSSR Ministrlar Soveti raisining oʻrinbosari boʻlgan. MDUda xizmat koʻrsatgan professor (2001). 1986—1989-yillarda va 1991—2005-yillarda SSSR FA/RFA Iqtisodiyot instituti direktori. Berlin-Brandenburg FA xorijiy aʼzosi. Buxgalterlar Ivan Aleksandrovich (1894-1966) va Zoya Ivanovna (1896—1976) Abalkinlar oilasida dunyoga kelgan. Otasining akasi N. A. Abalkin „Pravda“ gazetasining adabiyot va sanʼat boʻlimi mudiri edi"". 1948-yilda G. V. Plexanov nomidagi Moskva xalq xoʻjaligi institutiga oʻqishga kirdi va uni 1952-yilda imtiyozli diplom bilan tamomladi. Oʻsha yildan boshlab Kaliningrad viloyati Gusev shahridagi Qishloq xoʻjaligi texnikumida dars bergan, oʻquv ishlari boʻyicha direktor oʻrinbosari boʻlgan.","104","847","7.69","6.39","0.33","0.361","economy"
"wikipedia","Islomiy qabul qilish","https://uz.wikipedia.org/wiki/Islomiy_qabul_qilish","4","Britaniyada yiliga taxminan 6,000 kishi Islomga kiradi, va koʻpchilik yangi konvertlar ayollar. Huffington Postga koʻra, AQShda yiliga 20,000 kishi Islomni qabul qiladi. Filippinda 2011-yilda taxminan 220,000 kishi Islomga qaytdi, bu jarayon Balik Islam deb ataladi. Britaniyada 2013-yilda yiliga 5,000 kishi Islomga kirgan, koʻpchiligi ayollar.","44","345","10.0","6.53","0.225","0.364","other"
"wikipedia","Aleksandr Kerenskiy","https://uz.wikipedia.org/wiki/Aleksandr_Kerenskiy","1","Kerenskiy Aleksandr Fyodorovich (1881, Simbirsk — 1970, Nyu-York) — Rossiya davlati arbobi. Muvaqqat hukumat bosh vaziri (1917). Dastlabki tahsilni Toshkentda olgan. Peterburg universiteti yuridik fakultetini tugatgan (1904). K. bilan Turkistondagi taraqqiyparvarlar Mustafo Choʻqay, Ahmad Zakiy Validiy, Hamza oʻrtasida aloqalar boʻlgan. Biroq K. Turkiston mustaqilligiga qarshi edi. 1917 yil 25 oktabr (7 noyabr)da Vladimir Lenin boshchiligidagi bolsheviklar tomonidan qurol kuchi bilan Muvaqqat hukumat agʻdarib tashlangach, K. Petrograddan chiqib ketdi. General P.N.Krasnov bilan birga bolsheviklarga qarshi isyon koʻtardi. 1 (14) noyabrda qizil askarlar isyonni bostirdi. K. yashirin ravishda mamlakatdan chiqib ketdi. 1918 yildan Fransiyada, 1940 yildan umrining oxirigacha AQShda muhojirlikda yashadi. Parijda tuzilgan ""Partiyadan tashqari demokratik jamiyat""ning tashkilotchilaridan biri (1920 yil iyul — 1922 yil aprel).","114","929","5.72","7.11","0.369","0.365","politics"
"wikipedia","Leonid Abalkin","https://uz.wikipedia.org/wiki/Leonid_Abalkin","4","Rossiya ijtimoiy-iqtisodiy tafakkur maktabining asoslarini ishlab chiqqan. Shaxmatga qiziqqan, sport ustaligiga nomzod, Xalqaro shaxmat faxriylari assotsiatsiyasining faxriy raisi boʻlgan. Rossiya tarixi bilan va bogʻdorchilikka qiziqqan. 800 ga yaqin bosma ishlari, jumladan, 24 ta shaxsiy monografiyasi chop etilgan. = Manbalar =","40","331","7.4","7.46","0.27","0.366","economy"
"wikipedia","Abel Aganbegyan","https://uz.wikipedia.org/wiki/Abel_Aganbegyan","4","Rossiya Fanlar akademiyasi akademik kengashi aʼzosi. Butunittifoq „Bilim“ jamiyati boshqaruvi qoshidagi iqtisodiy bilimlarni targʻib qilish seksiyasi byurosi raisi. „EKO“ jurnalining bosh muharriri (1970-1988), „Fan va turmush“, „Moliya va biznes“, „Iqtisodiyot va boshqaruv“ va „Iqtisodiy siyosat“ jurnallari tahrir hay’ati aʼzosi. Bolalari: Qizi Yekaterina (1959-yil) — AQShda yashaydi. Oʻgʻli Ruben (1972-yil) — rossiyalik moliyachi.","52","436","10.0","6.72","0.22","0.367","economy"
"wikipedia","Anatomiya","https://uz.wikipedia.org/wiki/Anatomiya","6","N. Xolqoʻziyev vegeta-tiv nerv sistemasi A. sini, N. K. Ahmedov periferik nerv sistemasiga rentgen nurlarining taʼsirini oʻrgandilar. Olimlardan S. Sh. Shahrbiddinov, A. T. Okdlov, F. N. Bahodirov, N. A. Ibodov, I. K. Qosimxoʻjayevlar ham Anatomiya rivojlanishiga munosib hissa qoʻshdilar. Hozir A.ning dolzarb masalalari — jigar, tomirlarning normal va regeneratsiya sharoitidagi oʻzgarishlari hamda nervlarning tiklanishi va periferik qon aylanishi ustida ilmiy izlanishlar olib borilmoqda. Boshqa boʻlimlar ichida, odam anatomiyasi eng kerakli anatomiya boʻlimi hisoblanadi. Tibbiyot nuqtai nazaridan, odam anatomiyasi sogʻlom insonning badan qismlarini shaklini, badanda joylashishini, katta-kichikligini va boshqa qismlar bilan aloqadorligini oʻrganuvchi boʻlimdir. Topografik anatomiyada bir qancha jasadlarni kesib, uni yaxshilab oʻrganiladi.","102","849","4.95","6.86","0.433","0.367","science"
"wikipedia","Fleshka","https://uz.wikipedia.org/wiki/Fleshka","2","Bu qurilma maʼlumotlarni avtonom ravishda 5-yilga qadar saqlaydi. Eng yaxshi namunalari uzogʻi bilan 10-yil ishlashi mumkin. USB-interfeysning uchta standarti mavjud: USB 1.0, USB 1.1 USB 2.0. Asosiy farqi — maʼlumotlarni uzatish tezligida. USB 1.1 da oʻqish tezligi 600-800 Kb/s, yozish tezligi esa, 500-700 Kb/s ni tashkil qiladi. Yaʼni, bunday fleshkaga 32 Mb li axborotni yozishga taxminan 45-55 sekund, 512 Mbli multfilmni yozish uchun esa, 19-20 daqiqa vaqt ketadi. Hozirda kompyuterlarda asosan USB 2.0 interfeysi mavjud, ularda maʼlumotuzatish tezligi ancha yuqori. Fleshkalar — aslida sodda tuzilishga ega qurilma. Ular quyidagi qismlardan iborat boʻladi: - PCB platasi; - USB-raz’yom; - kontroller va flesh ozuqasi stabilizatori; - kontroller mikrosxemasi; - energiya talab qilmaydigan NAND-xotira mikrosxemasi; — kvarsli rezonator.","115","842","7.29","6.29","0.382","0.369","technology"
"wikipedia","Futbol boʻyicha 1930-yilgi jahon chempionati","https://uz.wikipedia.org/wiki/Futbol_boʻyicha_1930-yilgi_jahon_chempionati","38","Hakam John Langenus uchrashuvni kutilganidan bir daqiqa kechroq yakunladi. Urugvay terma jamoasi esa ikkita olimpiada chempionligi yoniga jahon chempionligini ham qoʻshib qoʻydi. FIFA prezidenti Jules Rimet jahon chempionati kubogini Urugvay futbol assotsiatsiyasi rahbari Raúl Judega topshirdi. Ertasi kuni Urugvayda milliy terma jamoa gʻalabasi munosabati bilan bayram eʼlon qilindi. Argentina poytaxti Buenos-Ayresda esa gʻazablangan muxlislar Urugvay elchixonasiga tosh otishdi. Turnirning 18 o‘yinida jami 70 ta gol kiritildi (har bir o‘yinga o‘rtacha 3,9 tadan). Argentina 18 ta gol bilan butun turnirda eng ko‘p gol urgan jamoaga aylandi. Braziliya terma jamoasi eng kam gol oʻtkazib yubordi (2 ta). Belgiya va Boliviya esa turnirda birorta ham gol ura olmadi.","105","767","11.78","5.98","0.217","0.372","sport"
"wikipedia","Leonid Abalkin","https://uz.wikipedia.org/wiki/Leonid_Abalkin","2","Turmush oʻrtogʻi — Anna Vartanovna Abalkina (22.01.1931-17.05.2017). Farzandlari: Ivan (tugʻ. 1953) va Irina (tugʻ. 1961), iqtisodchi boʻlishgan. KPSSning XIX Butunittifoq konferensiyasida (1988) ommalashgan tezlashtirish konsepsiyasini tanqid qilib chiqdi: uning nuqtayi nazariga koʻra, mamlakat iqtisodiyoti iqtisodiy oʻsish sur’atlarini oshirishdan koʻra koʻproq tarkibiy qayta qurishga muhtoj edi. Qayta qurishni sotsializmni rivojlantirish va takomillashtirish mexanizmi deb hisobladi. Konferensiyada u M. S. Gorbachyovning partiya va davlat lavozimlarini birlashtirish amaliyotini joriy etish taklifini shubha ostiga oldi. 1989-yilda KPSSdan SSSR xalq deputati etib saylangan, ammo oʻsha yilning avgust oyida Vazirlar Kengashi raisining oʻrinbosari etib tayinlanganidan soʻng deputatlik vakolatlaridan voz kechgan. 1989—1990-yillarda SSSR Ministrlar Soveti Raisining oʻrinbosari. 1990-1991-yillarda KPSS Markaziy Qoʻmitasi aʼzosi.","105","936","6.31","7.4","0.356","0.376","economy"
"wikipedia","Diorit","https://uz.wikipedia.org/wiki/Diorit","1","Diorit (yunoncha: diorizo — ajrataman, farq qilaman) — oʻrta asosli (SiO2 55—65%) magmatik togʻ jinsi. Aksessor minerallardan apatit, sirkon, ortit, turmalin, sfen qatnashadi. Kvarsli, kvarseiz, rogovaya obmankali, avgit va biotitli turlari mavjud. Rangi kulrangdan yashilsimon — kulranggacha. D. kam tarqalgan va odatda granit, granodiorit, baʼzan boshqa jinslar bilan birga uchraydi. Bulardan tashqari D. shtok, yertomir, lakkolit va b. intruziv massivlar shaklida ham uchraydi. D.dan turli xil yoʻl toshlari tayyorlanadi. Yaxshi jilolanadigan, rango-rang turlari imoratlarning poydevorlarini bezashda, turli vazalar tayyorlashda, arxitektura va haykaltaroshlikda qoʻllanadi. Qad. Misr va Mesopotamiyada D.dan turli haykallar ishlangan. Toshkent metrosining koʻp joylarida D. ishlatilgan. Oʻzbekistonda Qurama, Chatqol, Nurota, Molguzar va b. togʻlarda tarqalgan. D. bilan temir, mis, oltin konlari genetik bogʻliq (Ural, Sibir, Qozogʻiston).","117","944","5.52","6.61","0.457","0.376","science"
"wikipedia","Hikoya","https://uz.wikipedia.org/wiki/Hikoya","1","Hikoya – badiiy adabiyotda kichik epik janr, hayot hodisalari ixcham ifoda etiladigan nasriy asar. Jahon adabiyotida hikoya qadim anʼanalarga ega. Oʻtmishda hikoya folklor asarlari tarkibida bayon unsuri boʻlib ishtirok etgan. Mustaqil janr sifatida faqat yozma adabiyotda shakllangan. Yevropa adabiyotida hikoyachilikning rivojlanishiga italyan yozuvchisi Bokachcho „Dekameron“ asari bilan katta hissa qoʻshgan. Asarda 7 qiz va 3 yigitning 10 kun davomida aytgan 100 ta hikoyasi berilgan.Gi de Mopassan (fransuz), OʼGenri (amerikalik), A. P. Chexov (rus), A.Qodiriy, Choʻlpon (oʻzbek) hikoya janrining asoschilari hisoblanadi. Yevropa adabiyotida hikoya novella deb ham ataladi. Oʻzbek adabiyotida hikoya juda qadimdan boshlangan. Ilk yozma adabiy yodgorliklar – Kultegin va Toʻnyuquq bitiktoshlarida bayon qilingan voqealar ishtirok etuvchilar tomonidan hikoya qilingan.","110","872","8.15","6.85","0.321","0.376","culture"
"wikipedia","1498-sonli „Moskva xalqaro maktabi“","https://uz.wikipedia.org/wiki/1498-sonli_„Moskva_xalqaro_maktabi“","1","1498-sonli „Moskva xalqaro maktabi“ — Moskvaning gʻarbiy maʼmuriy okrugi, Ramenki tumanida joylashgan. Maktab manzili: Michurinskiy prospekti, 23-uy. Maktabda umumtaʼlim fanlari oʻqitiladi. 1994-yilda ingliz tili chuqurlashtirilgan dastur boʻyicha oʻqitiladigan 1498-sonli taʼlim markazi tashkil etilgan. Dastlab, ushbu davlat taʼlim muassasasi 1198-sonli umumiy oʻrta maktabi edi. 2009-yildan esa „Moskva xalqaro maktabi“ kontseptsiyasini amalga oshira boshladi. Shuningdek, chizmachilik fanini oʻrgatishga ham katta eʼtibor beriladi. Maktabda turli tadbirlar oʻtkaziladi. 2010, 2011 va 2012-yillarda 1498-sonli taʼlim markazida rasm chizish boʻyicha xalqaro musobaqa oʻtkazildi. 2010-yil bahorida maktabda ilmiy-texnika ijodiyoti va yoshlar tashabbusi festivali boʻlib oʻtdi. 2010-yil noyabr oyida 1498-sonli maktab markaziy idorasida xattotlik boʻyicha mahorat darsi boʻlib oʻtdi. 1498-sonli taʼlim markazining markaziy binosida, 2011-yil noyabr oyida eʼlon qilingan Moskva shahrining eng yaxshi maktablari reytingida 261-oʻrinni egallagan.","119","1043","9.75","7.05","0.239","0.378","education"
"wikipedia","Havaskor boks","https://uz.wikipedia.org/wiki/Havaskor_boks","8","Kompyuter orqali hisoblash 1992-yilda Olimpiadaga kiritilgan. Beshta hakamning har birida qizil va ko‘k tugmali klaviatura bor edi. Hakamlar qaysidir bokschi ochkoli zarba berganda tugmachani bosardilar. Besh hakamdan uchtasi bitta bokschi uchun tugmani bosgan holdagina ochko hisobga olinardi. Agar ochkolar teng bo‘lsa, har bir hakam o'zi uchun g‘olibni aniqlaydi. AIBA 2011-yil yanvar oyida yangi baholash tizimini taqdim etdi. Har bir hakam har bir bokschiga alohida ball beradi. Har bir bokschiga berilgan ball 5 ta hakamdan 3 tasidan bir xil ball yoki o‘rtacha qiymat bilan olinadi. Ballar endi real vaqtda kuzatilmaydi va buning o‘rniga har bir raund oxirida beriladi. 2013-yil 13-martda kompyuterda baholash tizimi to‘xtatildi, uning o‘rniga havaskor boks professional boksga o‘xshash o‘n ochkolik tizimdan foydalanishni boshladi.","115","838","12.2","5.6","0.254","0.379","sport"
"wikipedia","Futbol boʻyicha 1930-yilgi jahon chempionati","https://uz.wikipedia.org/wiki/Futbol_boʻyicha_1930-yilgi_jahon_chempionati","3","Futbol boʻyicha milliy terma jamoalar oʻrtasidagi birinchi uchrashuv 1872-yilda Glazgoda Shotlandiya va Angliya oʻrtasida boʻlib oʻtgan va golsiz durang bilan yakunlangan. XIX–XX asrlarda futbol dunyo boʻylab tez surʼatda ommalashib borgan. Xalqaro Olimpiya Qoʻmitasi (XOQ) ushbu sport turini 1900 va 1904-yilgi yozgi olimpiya oʻyinlari tarkibiga koʻrgazmali sport turi (gʻoliblarga medal berilmaydi) sifatida kiritishga qaror qildi. Shuningdek, 1906-yilgi olimpiya oʻyinlarida ham futbol sport turi boʻyicha gʻoliblarga medal berilmagan. 1904-yilda FIFA tashkil etilgan. Shundan soʻng FIFA Olimpiya oʻyinlari doirasidan tashqarida jahon miqyosidagi futbol turnirini oʻtkazishga harakat qila boshlagan. Musobaqa 1906-yilda Shveysariyada boʻlib oʻtishi kerak edi. Biroq, musobaqa bekor qilingan. 1908-yilda Londonda boʻlib oʻtgan olimpiya oʻyinlarida futbol rasmiy sport turlari roʻyxatiga kiritilgan.","108","900","12.0","6.88","0.157","0.379","sport"
"wikipedia","Turkmaniston universiteti","https://uz.wikipedia.org/wiki/Turkmaniston_universiteti","1","Turkmaniston universiteti, Mahtumquli nomidagi Turkmaniston davlat universiteti – ilmiy va pedagog kadrlar tayyorlaydigan oliy oʻquv yurti. 1950-yil Ashxobodda pedagogika instituti asosida tashkil etilgan. Matematika, fizika, biologiya, kimyo, geografiya, tarix, filologiya, huquq, pedagogika va boshqa ixtisosliklar boʻyicha mutaxassislar tayyorlaydi. 10 mingga yaqin talaba taʼlim oladi. Kutubxonasida 500 mingdan ortiq asar saqlanadi. „Ilmiy axborotlar“ nashr etadi (1954-yildan).","55","483","8.67","7.58","0.25","0.38","education"
"wikipedia","Datchik","https://uz.wikipedia.org/wiki/Datchik","1","Datchik (ruscha), birlamchi oʻzgartirgich — oʻlchanayotgan fizik kattalik (bosim, temperatura, elektr kuchlanish, siljish va b.)ni uzatish, unga ishlov berish va qayd qilish uchun signal (odatda, elektr signal)ga aylantirib beradigan vosita. Oʻlchash, signal yoki rostlash qurilmalari tizimining muhim qismi; sezgir elementi tekshirilayotgan miqdorlar (bosim, temperatura, tezlik, yorugʻlik kuchi, elektr toki, kuchlanish va b.) taʼsirini sezadi. Ishi elektr qarshiligi, sigʻim, induktivlikka, shuningdek, nazorat qilinadigan mexanik, akustik, issiqlik, elektr, optik, magnit kattaliklar taʼsir etganda elektr yurituvchi kuch (e. yu. k.) hosil boʻlishiga asoslangan D.lar (sigim datchigi, induktiv D., induksion D. va hokazo) keng tarqalgan. Elektr zanjirlarida kontaktlarning ulanib-uzilishiga asoslangan D.lar (kontakt datchigi) va elektr mashina D.lari ham bor.","105","864","7.86","6.42","0.391","0.382","science"
"wikipedia","A Carne","https://uz.wikipedia.org/wiki/A_Carne","1","A Carne (inglizcha: The Flesh) — Júlio Ribeiro tomonidan yozilgan 1888-yilgi naturalistik roman. Asar Braziliya adabiyotining eng bahsli asarlaridan biri boʻlib, koʻpincha D. H. Lawrencening Lady Chatterley's Lover romani bilan taqqoslanadi va yozuvchi uning oʻtmishdoshi sifatida qaraladi.","37","290","9.25","6.46","0.324","0.382","culture"
