"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score"
"wikipedia","Iqtisodiy statistika","https://uz.wikipedia.org/wiki/Iqtisodiy_statistika","3","Ay-rim hollarda matematik statistika usullaridan foydalaniladi. Oʻzbekistonda I.s. amaliyoti bilan alohida vazirlik — Makroiqtisodiyot va statistika vazirligi va uning viloyat, shahar va tuman boʻlimlari shugʻullanadi.","25","218","6.5","7.19","0.269","0.401"
"kun.uz","“Och qolmaslik uchun vayner bo‘ldik” – “Turtki” podkastida bir dard birlashtirgan uchlik.","https://kun.uz/news/2026/07/11/och-qolmaslik-uchun-vayner-boldik-turtki-podkastida-bir-dard-birlashtirgan-uchlik","12","O‘shanda kommentariyaga yozadi, shaxsiy direktimga yozishadi, ayol-qizlar juda ko‘p muammolari bilan. Aytaman, har kimning hayotidagi vaziyat har xil. Holatlar o‘xshash bo‘lishi mumkin, lekin vaziyat boshqacha. Agar oilani ushlab qoladigan vaziyat bo‘lsa, u vaziyatda imkon boricha ushlab qolish kerak deyman.” To‘liq intervyuni quyidagi havola orqali tomosha qiling. Mavzuga oid 22:11 / 26.04.2026 “10 ming dollar taklif qilishdi, lekin rad etdim” - Nilufar Umrzoqova pul, prinsip va tanlovlar haqida 19:00 / 11.04.2026 “Vaynlar vaqtinchalik, bularning orqasida faqat pul yotibdi” - aktyor Mehriddin Rahmatov bilan suhbat 14:47 / 04.05.2025 “Inter Milan” klubi har qanday jamoa uchun boshog‘riq bo‘la oladi” – Orif Tolipov 19:25 / 20.04.2025","102","742","6.79","5.71","0.421","0.406"
"wikipedia","Islomiy qabul qilish","https://uz.wikipedia.org/wiki/Islomiy_qabul_qilish","4","Britaniyada yiliga taxminan 6,000 kishi Islomga kiradi, va koʻpchilik yangi konvertlar ayollar. Huffington Postga koʻra, AQShda yiliga 20,000 kishi Islomni qabul qiladi. Filippinda 2011-yilda taxminan 220,000 kishi Islomga qaytdi, bu jarayon Balik Islam deb ataladi. Britaniyada 2013-yilda yiliga 5,000 kishi Islomga kirgan, koʻpchiligi ayollar.","44","345","10.0","6.53","0.175","0.408"
"uza.uz","Tomas Tuxel: “Natijadan xursandman, ammo o‘yinimizdan emas”","https://uza.uz/uz/posts/tomas-tuxel-natijadan-xursandman-ammo-oyinimizdan-emas_881724","2","Bizda shunchalik kuchli xarakter borki, uni hatto shishaga quyib sotish ham mumkin. Ammo futbol sifati bundan ancha yuqori bo‘lishi shart. Ris Jeyms ajoyib o‘yin ko‘rsatdi. Morgan Rodjers ham juda yaxshi harakat qildi. Eberechi Eze va Jed Spens o‘yin davomida o‘zlarini ko‘rsatib, maqtovga loyiq bo‘ldi. Jud Bellingem haqida esa ortiqcha gapirishning hojati yo‘q. U deyarli har bir uchrashuvda shunday o‘ynayapti. U — jahon darajasidagi futbolchi. Yarim finalga qadar yanada kuchayishimiz kerak. Hozir esa bu muvaffaqiyatni nishonlash va undan zavq olish vaqti. Oldinda uch kunlik tayyorgarlik bor va bizga barcha kuchimiz kerak bo‘ladi"", — dedi Tuxel. Eslatib o‘tamiz, Angliya Norvegiyani Jud Bellingemning dubli evaziga 2:1 hisobida mag‘lub etdi. Yarim finalda inglizlar Argentina — Shveytsariya juftligi g‘olibiga qarshi maydonga tushadi.","117","841","9.69","5.46","0.31","0.412"
"kun.uz","“Och qolmaslik uchun vayner bo‘ldik” – “Turtki” podkastida bir dard birlashtirgan uchlik.","https://kun.uz/news/2026/07/11/och-qolmaslik-uchun-vayner-boldik-turtki-podkastida-bir-dard-birlashtirgan-uchlik","10","Hali kamchiliklari rosa ko‘p. Men bo‘lmasa, karta qo‘yinglar, menga yordam beringlar deganim yo‘q xalqqa. Shunchaki hayotimni gapirib berdim, xolos. Rahmi kelib, shunaqa yaxshi insonlar bor ekan. Keyin 5000 dollar yig‘ildi. Shu sabab bo‘ldi. 5000 dollarga betonini quydim. Keyin bu yog‘i yana xayr-ehson, reklamalar, barterlar, xullas uy bitdi. Men haqimda, mening oilam, bolalarim haqida yaxshi duoda bo‘lganlardan ilohim, Alloh rozi bo‘lsin, ikki dunyo saodatini bersin.” “Bir tiyinga olishmagan” “Xalqqa tanilmasimdan oldin, lekin rosa yerga urishgan, uni bilaman. Endi uni aytib o‘tirishim shart emas. Muqimiy teatrida ishlaganman. Ko‘p joylarda bo‘lganman. Bir tiyinga olishmagan. Ana endi hozir yuzaga chiqqandan keyin olishyapti, mayli. Shunaqa.","100","752","6.94","5.39","0.486","0.419"
"kun.uz","“Och qolmaslik uchun vayner bo‘ldik” – “Turtki” podkastida bir dard birlashtirgan uchlik.","https://kun.uz/news/2026/07/11/och-qolmaslik-uchun-vayner-boldik-turtki-podkastida-bir-dard-birlashtirgan-uchlik","9","Vaqtida, aytaman, to‘rtta chaqaloq. To‘rt o‘ram taglik, to‘rt quti bo‘tqa deganida bu arzon narsa emas. Buni boshga tushganlar biladi. Bitta bo‘tqa va taglik olsak, ikki kunga yetadi. Mana bugun olsam, bugun xursand bo‘laman, ertaga yediraman, indiniga yana o‘ylanishim kerak. U bo‘tqa qurg‘ur ham arzon narsa emas. O‘sha paytlar Fotima opa aytmoqchi, ertaga nima qilaman degan qo‘rquv bor edi. Keyin o‘zimni o‘zim kasal qilaman qarasam. O‘sha qo‘rquvni qo‘yib yuborganimdan keyin hayotim shunaqa yaxshilanib ketdi, ishoning. Insonlar o‘sha qo‘rquvni qo‘yib yuborish kerak o‘zidan.” “5000 dollar yig‘ildi” Fotima Nazarova uzoq yillar davomida o‘z uyi bo‘lishini orzu qilib yashagan. Xalqning yordami bilan bugun vatanli bo‘ldim demoqda suhbatdoshimiz. “Allohga shukur, 30 yil deganda mana shu uyni qurib oldim.","113","810","10.46","4.71","0.39","0.425"
"kun.uz","Angliya Norvegiyani turnirdan chiqarib yubordi.","https://kun.uz/news/2026/07/12/angliya-norvegiyani-turnirdan-chiqarib-yubordi","7","Ammo yana VAR vaziyatga aralashdi va penalti bekor qilindi: bu vaziyatda inglizlar himoyachisi qasddan penalti ishlash uchun harakat qilgan deb topildi. Birinchi qo‘shimcha bo‘limdan keyin Solbakken Holandni o‘yindan olib tashladi, Erlingda o‘yinni davom ettirish uchun kuch qolmagani ko‘rinib turardi. O‘z yetakchisisiz qolgan norveglar esa qolgan daqiqalarda hech narsani o‘zgartira olmadi. Faqat Nyulandning bir hujumning o‘zida ikkita zarbani qaytarishi o‘yin oxirigacha intriga saqlanib turishini ta’minladi. Norvegiya jahon chempionatini mardonavor tark etdi, Angliya esa uzoq kutilgan chempionlik uchun yurishini davom ettiradi. Mavzuga oid 14:50 / 11.07.2026 JCh anonsi. Holand Keynga qarshi, Argentinada ilk jiddiy raqib 21:10 / 09.07.2026 Tungi futbol tomoshasi vazn ortishiga olib kelishi mumkin - tadqiqot 10:18 / 08.07.2026 JCh kundaligi. Messida rekord va antirekord, Shveytsariya kuchli sakkizlikda 17:30 / 07.07.2026","121","932","7.38","6.14","0.415","0.427"
"kun.uz","“Och qolmaslik uchun vayner bo‘ldik” – “Turtki” podkastida bir dard birlashtirgan uchlik.","https://kun.uz/news/2026/07/11/och-qolmaslik-uchun-vayner-boldik-turtki-podkastida-bir-dard-birlashtirgan-uchlik","5","Shahzoda Albayevaning asl kasbi iqtisodchi. Komila Murodova esa hamshira bo‘lib ishlagan. Jamoa tasvirchisi va montaj ustasi Fotima opaning 17 yoshli o‘g‘li Mahmud. Ssenariy muallifi va ma’mur Shahzoda. U “Fotima opaning tajribasiga suyanaman” - demoqda. San’at sohasida ta’lim olmagan Shahzoda va Komilada aktrisa bo‘lib mashhurlikka erishish istagi bolaligidanoq paydo bo‘lgan ekan. Jamoani jam qilgan sardor bu Fotima opa Nazarova. “Bobur Mansurovga borib yurganimda, birinchi Shahzodani ko‘rganman. Mana shu qiz zo‘r dedim ularga aytdim-da. “Yomon” tipaj dedim. Shunaqa qilib, keyin Komila biz bilan ishlaysanmi desam, Rahmiddin bilan ishlardi. Ha, dedi. Shu bilan Boburlar, mayli, sizga bo‘lsa mayli opa dedi. Keyin Shahzodani ham Bobur Mansurovda ko‘rdim.","103","761","8.14","5.42","0.447","0.427"
"kun.uz","O‘qishni ko‘chirish bo‘yicha turdosh bakalavriat yo‘nalishlari ro‘yxati tasdiqlandi.","https://kun.uz/news/2026/07/12/oqishni-kochirish-boyicha-turdosh-bakalavriat-yonalishlari-royxati-tasdiqlandi-e4cdd6","1","O‘qishni ko‘chirish bo‘yicha turdosh bakalavriat yo‘nalishlari ro‘yxati tasdiqlandi Yo‘nalishlar jami 34 ta turdosh guruhlarga ajratildi. 2026/2027-o‘quv yili uchun talabalar o‘qishini ko‘chirish (ko‘chirib tiklash) bo‘yicha turdosh bakalavriat yo‘nalishlari ro‘yxati tasdiqlandi. Yo‘nalishlar jami 34 ta turdosh guruhlarga ajratildi. Ma’lumot uchun, ko‘chirish yoki qayta tiklashga ariza topshirganlarning ilgari ta’lim olgan yo‘nalishlari (mutaxassisliklari) amaldagi klassifikatorga muvofiqlashtirgan holda inobatga olinadi. Avvalroq xorijiy va nodavlat oliy ta’lim tashkilotlaridan o‘qishni ko‘chirish bo‘yicha maxsus sinovlar uchun ta’lim sohalari va yo‘nalishlari kesimida o‘tish ballari tasdiqlangandi. Mavzuga oid 09:36 / 09.07.2026 O‘qishni ko‘chirish: yo‘nalishlar kesimida o‘tish ballari tasdiqlandi 13:01 / 09.01.2026 Davlat stipendiyalarini tayinlash tartibiga o‘zgartirishlar kiritildi 15:20 / 29.12.2025 Tibbiyot xodimlari farzandlariga kontraktning 30 foiz qismi qoplab beriladi 23:49 / 25.07.2025","112","1013","9.07","6.15","0.331","0.429"
"wikipedia","Anatomiya","https://uz.wikipedia.org/wiki/Anatomiya","6","N. Xolqoʻziyev vegeta-tiv nerv sistemasi A. sini, N. K. Ahmedov periferik nerv sistemasiga rentgen nurlarining taʼsirini oʻrgandilar. Olimlardan S. Sh. Shahrbiddinov, A. T. Okdlov, F. N. Bahodirov, N. A. Ibodov, I. K. Qosimxoʻjayevlar ham Anatomiya rivojlanishiga munosib hissa qoʻshdilar. Hozir A.ning dolzarb masalalari — jigar, tomirlarning normal va regeneratsiya sharoitidagi oʻzgarishlari hamda nervlarning tiklanishi va periferik qon aylanishi ustida ilmiy izlanishlar olib borilmoqda. Boshqa boʻlimlar ichida, odam anatomiyasi eng kerakli anatomiya boʻlimi hisoblanadi. Tibbiyot nuqtai nazaridan, odam anatomiyasi sogʻlom insonning badan qismlarini shaklini, badanda joylashishini, katta-kichikligini va boshqa qismlar bilan aloqadorligini oʻrganuvchi boʻlimdir. Topografik anatomiyada bir qancha jasadlarni kesib, uni yaxshilab oʻrganiladi.","102","849","4.95","6.86","0.49","0.432"
"wikipedia","Abu Rayhon Beruniy","https://uz.wikipedia.org/wiki/Abu_Rayhon_Beruniy","4","Bu davrda Xorazmda oʻzgarishlar boʻlib, Maʼmun vafot etib, uning oʻrniga Ali ibn Maʼmun taxtga chiqqan edi. 997-yilda mashhur tabib Abu Ali Ibn Sino ham Urganchga keladi. 998-yil Beruniy Jurjonga keldi. U Jurjonda 1004-yilgacha yashaydi. Oʻzining oʻn beshga yaqin asarini shu yerda yaratdi. Jumladan, olimning „Qadimgi xalqlardan qolgan yodgorliklar“ asari 1000-yil atrofida shu yerda yozilgan. 1004-yilning bahorida Beruniy Xorazmga qaytdi. Bu vaqtda Xorazmning poytaxti Urganj edi. Urganchda u Oy tutilishini kuzatdi. Saroyda al-Masihiy, tabib al-Hammar, Ibn Iroq va boshqalar ishlar edilar. Urganjda Beruniy matematika, astronomiya bilan bir qatorda fizika va mineralogiyaning baʼzi masalalari bilan shugʻullandi. Minerallarni aniqlash, ularni tizimga solishda solishtirma ogʻirliklardan foydalanish gʻoyasi ham mana shu yerda tugʻildi. 1017-yilning yozida turkiy podsho Mahmud Gʻaznaviyning buyrugʻiga koʻra Beruniy asir sifatida Gʻaznaga olib ketildi.","122","956","9.54","6.31","0.306","0.434"
"kun.uz","“Och qolmaslik uchun vayner bo‘ldik” – “Turtki” podkastida bir dard birlashtirgan uchlik.","https://kun.uz/news/2026/07/11/och-qolmaslik-uchun-vayner-boldik-turtki-podkastida-bir-dard-birlashtirgan-uchlik","6","Voy, opa, sizning muxlisingizman dedi keyin. Voy, aylanay dedim-da, keyin, Shahzoda, ssenariy yozasan-ku, bizga o‘t deb, shunaqa qilib birlashib ketdik.” – deb xotiralarni esladi Fotima Nazarova. “Biz dori reklama qilmaymiz” Jamoadan reklamalarni saralash masalasida o‘z munosabatlarini so‘radik. Shu narsa ma’lum bo‘ldiki, ular 3 turdagi reklamalarni ommaga e’lon qilishmas ekan. “Biz dorini hech qachon reklama qilmaymiz. Umuman olmaymiz dori reklamasini. Keyin klinikalarni reklama qilmaymiz. Sababchi bo‘lib qolishdan qo‘rqamiz. Chunki hammani organizmi har xil. Eng oxirgisi qurilishlarni o‘ylab qilamiz, qilsak agar. Qarg‘ishga qolmaylik deb qurilishni ham o‘ylab ko‘ramiz.” “Rizqimiz albatta keladi”... Hech o‘ylab ko‘rganmisizlar, YouTube, Instagram platformasi bor hozir. Agar shu platformalarga cheklovlar bo‘lib qolsa yoki to‘xtatilsa yoki yo‘qolib qolsa-da.","108","869","8.4","5.59","0.444","0.435"
"kun.uz","O‘zbekistondagi 200dan ortiq suv havzalarining nomlari o‘zgardi.","https://kun.uz/news/2026/07/11/ozbekistondagi-200dan-ortiq-suv-havzalarining-nomlari-ozgardi-bb5d30","2","Shuningdek, vazirlik Qoraqalpog‘iston Respublikasi Vazirlar Kengashi va viloyatlar hokimliklari, Turizm qo‘mitasi, “O‘zbekbaliqsanoat” uyushmasi bilan birgalikda daryolar, soylar, ko‘llar, buloqlar va sharsharalarda o‘rnatilgan peshlavhalar hamda axborot ko‘rsatkichlaridagi yozuvlarning davlat tili qoidalari va me’yorlariga muvofiq lotin yozuviga asoslangan o‘zbek alifbosida yozilishini ta’minlaydi. Mavzuga oid 13:43 / 04.08.2020 To‘lqinlar uchrashganda: yondosh, lekin qo‘shilmaydigan suv havzalari (fotogalereya) 22:07 / 17.01.2018 BMT: Yer yuzida ichki chuchuk suv havzalarining 70 foizi yo‘q bo‘lib ketgan 20:59 / 31.08.2017 Yoz mavsumida Toshkent viloyatidagi suv havzalari va daryolarda 40 dan ko‘proq odam cho‘kib ketdi 20:50 / 01.03.2017","88","749","8.9","6.35","0.348","0.437"
"gazeta.uz","2026 йилнинг биринчи ярмида Ўзбекистонда иш жойида 447 та бахтсиз ҳодиса содир бўлди, 137 киши ҳалок бўлди","https://www.gazeta.uz/uz/2026/07/10/accidents/","3","Эслатиб ўтамиз, 2026 йил 1-чорагида Ўзбекистонда меҳнат фаолияти билан боғлиқ 198 та бахтсиз ҳодиса содир бўлган эди. 62 киши вафот этиб, 146 нафари оғир жароҳатланган. Энг кўп ҳодисалар Тошкент шаҳрида ва Сурхондарё вилоятида қайд этилган. Ҳолатларнинг асосий қисми саноат ва қурилиш тармоқларига тўғри келган. Аввалроқ Тошкентнинг Яшнобод туманида 25 ёшли йигит бетон плита босиб қолиши оқибатида ҳалок бўлган эди. Бахтсиз ҳодиса қурилиш объектида иш вақтида содир бўлган.","67","474","10.33","6.19","0.29","0.438"
"wikipedia","Datchik","https://uz.wikipedia.org/wiki/Datchik","1","Datchik (ruscha), birlamchi oʻzgartirgich — oʻlchanayotgan fizik kattalik (bosim, temperatura, elektr kuchlanish, siljish va b.)ni uzatish, unga ishlov berish va qayd qilish uchun signal (odatda, elektr signal)ga aylantirib beradigan vosita. Oʻlchash, signal yoki rostlash qurilmalari tizimining muhim qismi; sezgir elementi tekshirilayotgan miqdorlar (bosim, temperatura, tezlik, yorugʻlik kuchi, elektr toki, kuchlanish va b.) taʼsirini sezadi. Ishi elektr qarshiligi, sigʻim, induktivlikka, shuningdek, nazorat qilinadigan mexanik, akustik, issiqlik, elektr, optik, magnit kattaliklar taʼsir etganda elektr yurituvchi kuch (e. yu. k.) hosil boʻlishiga asoslangan D.lar (sigim datchigi, induktiv D., induksion D. va hokazo) keng tarqalgan. Elektr zanjirlarida kontaktlarning ulanib-uzilishiga asoslangan D.lar (kontakt datchigi) va elektr mashina D.lari ham bor.","105","864","7.86","6.42","0.4","0.438"
"uza.uz","Шахмат: Афруза Ҳамдамова Бибисара Ассаубаева билан куч синашди","https://uza.uz/uz/posts/shaxmat-afruza-hamdamova-bibisara-assaubaeva-bilan-kuch-sinashdi_881678","2","Ушбу натижадан кейин Б.Ассаубаева ғолиблик йўлидаги баҳсларни давом эттирадиган бўлди. Ҳамдамова эса мағлуб бўлганлар гуруҳида дона суришга киришади. Эслатиб ўтамиз, мусобақаларда энг кўп очко жамғарган иштирокчи кейинги босқичга йўл олади. “Women’s Speed Chess Championship 2026” турнири 30 июлга қадар онлайн тарзда давом этади. Т.Рўзиев, ЎзА","45","344","6.57","6.15","0.5","0.44"
"kun.uz","Xitoy Starlink sun’iy yo‘ldoshlarini ishdan chiqaruvchi qurolini namoyish etdi.","https://kun.uz/news/2026/07/12/xitoy-starlink-suniy-yoldoshlarini-ishdan-chiqaruvchi-qurolini-namoyish-etdi-53a485","2","Qayd etilishicha, yangi qurol innovatsion litiy-ionli kondensatorlar tufayli bir lahzada ishga tushishi va 40 daraja sovuqda ham to‘xtovsiz ishlashi mumkin. Mavzuga oid 20:21 / 10.07.2026 «Xitoy - Qirg‘iziston - O‘zbekiston» temiryo‘li qurilishi faol bosqichga o‘tdi 17:52 / 10.07.2026 Shavkat Mirziyoyev Xitoydagi fojiali hodisalar yuzasidan Si Jinpingga hamdardlik yo‘lladi 17:31 / 10.07.2026 Xitoy muvaffaqiyatli raketa parvozidan keyin uning busterini qaytarib oldi 11:50 / 10.07.2026","63","488","5.5","6.31","0.545","0.441"
