"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score"
"wikipedia","Leonid Abalkin","https://uz.wikipedia.org/wiki/Leonid_Abalkin","1","Leonid Ivanovich Abalkin (1930-yil 5-may, Moskva — 2011-yil 2-may, Moskva) — sovet va rus iqtisodchisi, SSSR FA akademigi (1987), RFA. SSSR Ministrlar Soveti raisining oʻrinbosari boʻlgan. MDUda xizmat koʻrsatgan professor (2001). 1986—1989-yillarda va 1991—2005-yillarda SSSR FA/RFA Iqtisodiyot instituti direktori. Berlin-Brandenburg FA xorijiy aʼzosi. Buxgalterlar Ivan Aleksandrovich (1894-1966) va Zoya Ivanovna (1896—1976) Abalkinlar oilasida dunyoga kelgan. Otasining akasi N. A. Abalkin „Pravda“ gazetasining adabiyot va sanʼat boʻlimi mudiri edi"". 1948-yilda G. V. Plexanov nomidagi Moskva xalq xoʻjaligi institutiga oʻqishga kirdi va uni 1952-yilda imtiyozli diplom bilan tamomladi. Oʻsha yildan boshlab Kaliningrad viloyati Gusev shahridagi Qishloq xoʻjaligi texnikumida dars bergan, oʻquv ishlari boʻyicha direktor oʻrinbosari boʻlgan.","104","847","7.69","6.39","0.35","0.42"
"wikipedia","Islomiy qabul qilish","https://uz.wikipedia.org/wiki/Islomiy_qabul_qilish","4","Britaniyada yiliga taxminan 6,000 kishi Islomga kiradi, va koʻpchilik yangi konvertlar ayollar. Huffington Postga koʻra, AQShda yiliga 20,000 kishi Islomni qabul qiladi. Filippinda 2011-yilda taxminan 220,000 kishi Islomga qaytdi, bu jarayon Balik Islam deb ataladi. Britaniyada 2013-yilda yiliga 5,000 kishi Islomga kirgan, koʻpchiligi ayollar.","44","345","10.0","6.53","0.225","0.423"
"uza.uz","Lotar Matteus ""Oltin to‘p"" favoritlarini aytdi","https://uza.uz/uz/posts/lotar-matteus-oltin-top-favoritlarini-aytdi_885735","1","Lotar Matteus ""Oltin to‘p"" favoritlarini aytdi Menimcha, Usmon Dembelening imkoniyatlari yuqori. U PSJ bilan yana Chempionlar ligasida g‘olib chiqdi. Germaniya terma jamoasining sobiq yarim himoyachisi Lotar Matteus “Oltin to‘p” uchun asosiy da’vogarlar haqida fikr bildirdi. “Rodri JCH–2026ning eng yaxshi futbolchisi deb topildi. Ammo u rostdan ham turnirning eng yaxshisi bo‘ldimi? Odatda FIFA final tugashi bilanoq g‘olibni tanlaydi. Rodri jahon chempioni bo‘lgan Ispaniya terma jamoasida pleymeyker vazifasini bajardi. Ikki yil avval ham Yevroda shunday bo‘lgandi va u ”Oltin to‘p""ni qo‘lga kiritgan edi. Shunga qaramay, bu yil mukofot yana unga nasib etishiga ishonchim komil emas. Ispaniya juda jips jamoa sifatida harakat qildi.","100","736","11.2","5.38","0.312","0.434"
"wikipedia","Diorit","https://uz.wikipedia.org/wiki/Diorit","1","Diorit (yunoncha: diorizo — ajrataman, farq qilaman) — oʻrta asosli (SiO2 55—65%) magmatik togʻ jinsi. Aksessor minerallardan apatit, sirkon, ortit, turmalin, sfen qatnashadi. Kvarsli, kvarseiz, rogovaya obmankali, avgit va biotitli turlari mavjud. Rangi kulrangdan yashilsimon — kulranggacha. D. kam tarqalgan va odatda granit, granodiorit, baʼzan boshqa jinslar bilan birga uchraydi. Bulardan tashqari D. shtok, yertomir, lakkolit va b. intruziv massivlar shaklida ham uchraydi. D.dan turli xil yoʻl toshlari tayyorlanadi. Yaxshi jilolanadigan, rango-rang turlari imoratlarning poydevorlarini bezashda, turli vazalar tayyorlashda, arxitektura va haykaltaroshlikda qoʻllanadi. Qad. Misr va Mesopotamiyada D.dan turli haykallar ishlangan. Toshkent metrosining koʻp joylarida D. ishlatilgan. Oʻzbekistonda Qurama, Chatqol, Nurota, Molguzar va b. togʻlarda tarqalgan. D. bilan temir, mis, oltin konlari genetik bogʻliq (Ural, Sibir, Qozogʻiston).","117","944","5.52","6.61","0.509","0.439"
"wikipedia","Hikoya","https://uz.wikipedia.org/wiki/Hikoya","1","Hikoya – badiiy adabiyotda kichik epik janr, hayot hodisalari ixcham ifoda etiladigan nasriy asar. Jahon adabiyotida hikoya qadim anʼanalarga ega. Oʻtmishda hikoya folklor asarlari tarkibida bayon unsuri boʻlib ishtirok etgan. Mustaqil janr sifatida faqat yozma adabiyotda shakllangan. Yevropa adabiyotida hikoyachilikning rivojlanishiga italyan yozuvchisi Bokachcho „Dekameron“ asari bilan katta hissa qoʻshgan. Asarda 7 qiz va 3 yigitning 10 kun davomida aytgan 100 ta hikoyasi berilgan.Gi de Mopassan (fransuz), OʼGenri (amerikalik), A. P. Chexov (rus), A.Qodiriy, Choʻlpon (oʻzbek) hikoya janrining asoschilari hisoblanadi. Yevropa adabiyotida hikoya novella deb ham ataladi. Oʻzbek adabiyotida hikoya juda qadimdan boshlangan. Ilk yozma adabiy yodgorliklar – Kultegin va Toʻnyuquq bitiktoshlarida bayon qilingan voqealar ishtirok etuvchilar tomonidan hikoya qilingan.","110","872","8.15","6.85","0.349","0.441"
"wikipedia","Amritsar","https://uz.wikipedia.org/wiki/Amritsar","1","Amritsar — Hindistonning shimolidagi Panjob shtatining eng katta shahri va temir yoʻl tuguni. Aholisi 709 ming kishi (1991). Eng muhim savdo va sano-at (asosan toʻqimachilik va oziq-ovqat) markazi. Jun, ip va ipak gazlamalar ishlab chiqarish, gilam toʻqishda mashhur. Mashina-sozlik, kimyo sanoati korxonalari bor. Metall, suyak, koʻndan har xil buyumlar yasaladi. A. 1577-yilda muqaddas „Obihayot koʻli“ (sanskrit tilida „Amrita-Saras“) atrofida sekhlarning toʻrtinchi gurusi Ram Das tomonidan barpo etilib, sekhlarning muqaddas shahri, tarixiy, diniy va madaniy markazita aylangan. A.da XVI-XVII-asrlarda qurilgan „Oltin ibodatxona“- sekhlarning muqaddas obi-dasi bor (1761-yilda vayron boʻlgan, soʻng qayta tiklangan). Shahar XIX-asrda Ranjit Singh davlati tarkibida boʻlgan. 1849-yilda inglizlar bosib olgan. Hindiston mustaqillikka erishgunga qadar mustamlaka tarkibida boʻlgan.","109","883","8.85","6.15","0.391","0.443"
"wikipedia","Datchik","https://uz.wikipedia.org/wiki/Datchik","1","Datchik (ruscha), birlamchi oʻzgartirgich — oʻlchanayotgan fizik kattalik (bosim, temperatura, elektr kuchlanish, siljish va b.)ni uzatish, unga ishlov berish va qayd qilish uchun signal (odatda, elektr signal)ga aylantirib beradigan vosita. Oʻlchash, signal yoki rostlash qurilmalari tizimining muhim qismi; sezgir elementi tekshirilayotgan miqdorlar (bosim, temperatura, tezlik, yorugʻlik kuchi, elektr toki, kuchlanish va b.) taʼsirini sezadi. Ishi elektr qarshiligi, sigʻim, induktivlikka, shuningdek, nazorat qilinadigan mexanik, akustik, issiqlik, elektr, optik, magnit kattaliklar taʼsir etganda elektr yurituvchi kuch (e. yu. k.) hosil boʻlishiga asoslangan D.lar (sigim datchigi, induktiv D., induksion D. va hokazo) keng tarqalgan. Elektr zanjirlarida kontaktlarning ulanib-uzilishiga asoslangan D.lar (kontakt datchigi) va elektr mashina D.lari ham bor.","105","864","7.86","6.42","0.427","0.446"
"wikipedia","Abel Aganbegyan","https://uz.wikipedia.org/wiki/Abel_Aganbegyan","4","Rossiya Fanlar akademiyasi akademik kengashi aʼzosi. Butunittifoq „Bilim“ jamiyati boshqaruvi qoshidagi iqtisodiy bilimlarni targʻib qilish seksiyasi byurosi raisi. „EKO“ jurnalining bosh muharriri (1970-1988), „Fan va turmush“, „Moliya va biznes“, „Iqtisodiyot va boshqaruv“ va „Iqtisodiy siyosat“ jurnallari tahrir hay’ati aʼzosi. Bolalari: Qizi Yekaterina (1959-yil) — AQShda yashaydi. Oʻgʻli Ruben (1972-yil) — rossiyalik moliyachi.","52","436","10.0","6.72","0.28","0.446"
"wikipedia","1498-sonli „Moskva xalqaro maktabi“","https://uz.wikipedia.org/wiki/1498-sonli_„Moskva_xalqaro_maktabi“","1","1498-sonli „Moskva xalqaro maktabi“ — Moskvaning gʻarbiy maʼmuriy okrugi, Ramenki tumanida joylashgan. Maktab manzili: Michurinskiy prospekti, 23-uy. Maktabda umumtaʼlim fanlari oʻqitiladi. 1994-yilda ingliz tili chuqurlashtirilgan dastur boʻyicha oʻqitiladigan 1498-sonli taʼlim markazi tashkil etilgan. Dastlab, ushbu davlat taʼlim muassasasi 1198-sonli umumiy oʻrta maktabi edi. 2009-yildan esa „Moskva xalqaro maktabi“ kontseptsiyasini amalga oshira boshladi. Shuningdek, chizmachilik fanini oʻrgatishga ham katta eʼtibor beriladi. Maktabda turli tadbirlar oʻtkaziladi. 2010, 2011 va 2012-yillarda 1498-sonli taʼlim markazida rasm chizish boʻyicha xalqaro musobaqa oʻtkazildi. 2010-yil bahorida maktabda ilmiy-texnika ijodiyoti va yoshlar tashabbusi festivali boʻlib oʻtdi. 2010-yil noyabr oyida 1498-sonli maktab markaziy idorasida xattotlik boʻyicha mahorat darsi boʻlib oʻtdi. 1498-sonli taʼlim markazining markaziy binosida, 2011-yil noyabr oyida eʼlon qilingan Moskva shahrining eng yaxshi maktablari reytingida 261-oʻrinni egallagan.","119","1043","9.75","7.05","0.265","0.447"
"wikipedia","Leonid Abalkin","https://uz.wikipedia.org/wiki/Leonid_Abalkin","4","Rossiya ijtimoiy-iqtisodiy tafakkur maktabining asoslarini ishlab chiqqan. Shaxmatga qiziqqan, sport ustaligiga nomzod, Xalqaro shaxmat faxriylari assotsiatsiyasining faxriy raisi boʻlgan. Rossiya tarixi bilan va bogʻdorchilikka qiziqqan. 800 ga yaqin bosma ishlari, jumladan, 24 ta shaxsiy monografiyasi chop etilgan. = Manbalar =","40","331","7.4","7.46","0.351","0.448"
"wikipedia","Leonid Abalkin","https://uz.wikipedia.org/wiki/Leonid_Abalkin","2","Turmush oʻrtogʻi — Anna Vartanovna Abalkina (22.01.1931-17.05.2017). Farzandlari: Ivan (tugʻ. 1953) va Irina (tugʻ. 1961), iqtisodchi boʻlishgan. KPSSning XIX Butunittifoq konferensiyasida (1988) ommalashgan tezlashtirish konsepsiyasini tanqid qilib chiqdi: uning nuqtayi nazariga koʻra, mamlakat iqtisodiyoti iqtisodiy oʻsish sur’atlarini oshirishdan koʻra koʻproq tarkibiy qayta qurishga muhtoj edi. Qayta qurishni sotsializmni rivojlantirish va takomillashtirish mexanizmi deb hisobladi. Konferensiyada u M. S. Gorbachyovning partiya va davlat lavozimlarini birlashtirish amaliyotini joriy etish taklifini shubha ostiga oldi. 1989-yilda KPSSdan SSSR xalq deputati etib saylangan, ammo oʻsha yilning avgust oyida Vazirlar Kengashi raisining oʻrinbosari etib tayinlanganidan soʻng deputatlik vakolatlaridan voz kechgan. 1989—1990-yillarda SSSR Ministrlar Soveti Raisining oʻrinbosari. 1990-1991-yillarda KPSS Markaziy Qoʻmitasi aʼzosi.","105","936","6.31","7.4","0.426","0.451"
"wikipedia","Abu Rayhon Beruniy","https://uz.wikipedia.org/wiki/Abu_Rayhon_Beruniy","16","Beruniy aytgan amallarni bajarganda l=2pR ni aylana uzunligini hisoblash mumkin. Bunda 22/7=3,14… ni ifodalaydi. Shunday qilib, Beruniy shaxsan oʻzi bir qancha shaharlarning geografik kengliklarini hisobladi. Masalan, Gʻaznaning kengligi 330 351, Kandaniki 330 551, Dumpurniki 340 201. Uning hisoblashiga koʻra, Buxoro shahrining kengligi 390 201 deb topilgan. Hozirgi kunda bu qiymat 390 461 dir. Demak, bu Beruniy hisobidan faqat 00 261ga farq qiladi. Xullas, buyuk bobomiz Abu Rayhon Beruniyning ilmiy va madaniy merosini oʻrganish, uni oʻquvchi va talabalarga yetkazish azaliy qadriyatlarimiz sirasiga kiradi. Abu Rayhon Muhammad ibn Ahmad Beruniy oʻrta asrlarning buyuk qomusiy olimlaridan edi. Uning buyukligi oʻsha davrning deyarli barcha fanlariga qoʻshgan betakror ilmiy merosida namoyon boʻladi.","107","805","9.6","6.6","0.333","0.452"
"uza.uz","Osiyo o‘yinlarining ayollar o‘rtasidagi musobaqasiga ham qur’a tashlandi","https://uza.uz/uz/posts/osiyo-oyinlarining-ayollar-ortasidagi-musobaqasiga-ham-qura-tashlandi_885780","1","Osiyo o‘yinlarining ayollar o‘rtasidagi musobaqasiga ham qur’a tashlandi Musobaqa Yaponiyaning Aichi va Nagoya shaharlarida bo‘lib o‘tadi. O‘zbekiston ayollar terma jamoasining Osiyo o‘yinlaridagi raqiblari ma’lum. Joriy yilning sentyabr-oktyabr oylarida Yaponiyada XX Osiyo o‘yinlari turniri bo‘lib o‘tadi. Ushbu musobaqada futbol bo‘yicha O‘zbekiston ayollar terma jamoasi ham ishtirok etadi. O‘tkazilgan qur’a natijalariga ko‘ra O‘zbekiston qizlari turnirning ""G"" guruhidan joy oldi. Guruhdan vakillarimizdan tashqari, Filippin, Xitoy hamda Gong Kong olimpiya terma jamoalari joy oldi. Musobaqa Yaponiyaning Aichi va Nagoya shaharlarida bo‘lib o‘tadi.","78","654","14.0","5.57","0.214","0.455"
"uza.uz","Osiyo o‘yinlarining erkaklar o‘rtasidagi futbol musobaqasiga qur’a tashlandi","https://uza.uz/uz/posts/osiyo-oyinlarining-erkaklar-ortasidagi-futbol-musobaqasiga-qura-tashlandi_885775","1","Osiyo o‘yinlarining erkaklar o‘rtasidagi futbol musobaqasiga qur’a tashlandi Musobaqa Yaponiyaning Aichi va Nagoya shaharlarida bo‘lib o‘tadi. O‘zbekiston olimpiya terma jamoasining Osiyo o‘yinlaridagi raqiblari ma’lum. Joriy yilning sentyabr-oktyabr oylarida Yaponiyada XX Osiyo o‘yinlari turniri bo‘lib o‘tadi. Ushbu musobaqada futbol bo‘yicha O‘zbekiston erkaklar terma jamoasi ham ishtirok etadi. O‘tkazilgan qur’a natijalariga ko‘ra O‘zbekiston U-23 terma jamoasi turnirning ""C"" guruhidan joy oldi. Guruhdan vakillarimizdan tashqari, Filippin, Quvayt hamda Vietnam olimpiya terma jamoalari joy oldi. Musobaqa Yaponiyaning Aichi va Nagoya shaharlarida bo‘lib o‘tadi.","79","670","14.14","5.64","0.212","0.459"
"wikipedia","Nasdaq-100","https://uz.wikipedia.org/wiki/Nasdaq-100","1","Nasdaq-100-Amerika fond indeksi. Indeks kapitallashuv boʻyicha eng yirik 100 kompaniyani oʻz ichiga oladi, ularning aksiyalari NASDAQ fond birjasida sotiladi. Indeksga moliya sektoridagi kompaniyalar kiritilmagan. Nasdaq 100 roʻyxatga olish qoidalariga ortiq javob bermaydigan kompaniyalar yiliga bir marta dekabr oyining uchinchi haftasida yangi firmalar bilan almashtiriladi. Indeks tarixi 1985-yilda boshlanadi, shu vaqtda bir vaqtning oʻzida 2 ta yangi indeks joriy qilingan: NASDAQ-100 va NASDAQ Financial-100. Birinchi indeksga yuqori texnologiyali sanoat kompaniyalari, ikkinchisiga moliyaviy kompaniyalar kiritilgan. Indeks bazasi dastlab 250 punkni tashkil qilgan. 1998-yilda indeksga xorijiy kompaniyalar kiritildi. Dastlab, ularga qoʻyiladigan talablar qattiq edi, lekin 2002-yilda bu talablar yumshatildi. 2000-yildagi indeks tomonidan nuqta-com lar toʻlqini boʻyicha 4700 punktdan ortiq boʻlgan eng yuqori koʻrsatkichga erishildi. 2021-yil holatiga koʻra, NASDAQ 100 ning 57% qismini texnologik kompaniyalar tashkil qildi.","123","1035","10.73","7.08","0.263","0.463"
"wikipedia","Genetika","https://uz.wikipedia.org/wiki/Genetika","11","Oʻsimliklar genofondi oʻsimliklarning ikki kolleksiyasini oʻz ichiga oladi. Ulardan biri oʻsimliklarning madaniy navlari, chala yovvoyi va yovvoyi ajdodlarining dunyo kolleksiyasidir. Oʻzbekistonlik olimlar genetika S. Zaysev, F. M. Mauyer, A. A. Abdullayev va boshqalarning saʼy harakatlari tufayli mamlakatimizda madaniy oʻsimliklarning boy kolleksiyasi barpo etildi. Soʻnggi yillarda gʻoʻzaning sof gomozigotali izogen, mutant, monosomik va translokatsion liniyalar genetik kolleksiyasini yaratish ustida tadqiqotlar olib borildi (J. A. Musayev). Toshkent davlat universiteti (hozirgi Oʻzbekiston milliy universiteti)ning bir guruh olimlari tomonidan gʻoʻzaning muhim morfologik, biologik, xoʻjalik ahamiyatiga ega belgilarning genetik asoslari oʻrganib chiqildi va genetik kolleksiyasi yaratildi. Kolleksiyaning asosiy qismi izogen liniyalar majmuasidan iborat boʻlib, oʻzining sifati va soni jihatidan mamlakatlar ichida yagona hisoblanadi.","108","945","8.38","7.46","0.349","0.463"
"wikipedia","A Carne","https://uz.wikipedia.org/wiki/A_Carne","1","A Carne (inglizcha: The Flesh) — Júlio Ribeiro tomonidan yozilgan 1888-yilgi naturalistik roman. Asar Braziliya adabiyotining eng bahsli asarlaridan biri boʻlib, koʻpincha D. H. Lawrencening Lady Chatterley's Lover romani bilan taqqoslanadi va yozuvchi uning oʻtmishdoshi sifatida qaraladi.","37","290","9.25","6.46","0.405","0.463"
"wikipedia","Agaymani","https://uz.wikipedia.org/wiki/Agaymani","1","Agaymani (ukraincha: Агаймани; 1937-yildan 2016-yilgacha Frunze) — Ukrainaning Xerson viloyati Genichesk tumanidagi qishloq. 2001-yilgi aholini roʻyxatga olish maʼlumotlariga koʻra qishloqda aholi soni 1698 kishini tashkil qilgan. 177,693 km² maydonni egallaydi. Pochta indeksi — 75423. Telefon indeksi — 5531. Qishloq yaqinida Katta Agaymani vodiysi joylashgan. 1879-yilda bir tarpan Agaymani yaqinida oʻlgan. Bir qancha dehqonlar Agaymani yaqinida tarpan koʻrilganini eshitib, uni tutmoqchi boʻladilar. Qochish jarayonida tarpanning oyogʻi sinadi. Uni saqlab qolish uchun qilingan harakatlarga qaramay, u oʻladi. Shundan keyin dashtda otning bu turini hech kim koʻrmagan. Pyotr Kirillovich Nechiporenko (1892 — 1937) — sovet olimi va ixtirochi, geofizik, professor. Sadovoy Aleksandr Petrovich (1906 — 1963) — Sovet Armiyasi podpolkovnigi, Ulugʻ Vatan urushi qatnashchisi, Sovet Ittifoqi Qahramoni (1945). Xerson viloyati, Genichesk tumani, Agaymani qishlogʻi, Sadovogo koʻchasi, 2.","124","984","7.64","7.08","0.43","0.464"
