text,text_simplified
"Aari uyda va mahalliy doʻkonlarda gapiriladi. Shankillar soni ortib bormoqda va shunga koʻra, Aari soʻzlashuvchilar soni ortib bormoqda. Tilni Shankilla xalqining barcha vakillari oʻrganadilar"";"" bundan tashqari, u qoʻshni qabilalar vakillariga yaxshi tanish. Aaridan boshqa koʻplab maʼruzachilar Efiopiyaning rasmiy tili boʻlgan Amhara tilidan, shuningdek, Omoto oilasining boshqa tili — Volamo tilidan foydalanadilar. Aari tilida oʻn bitta lahja mavjud boʻlib, ularning har biri tegishli qabila tomonidan soʻzlashadi: Gozza, Bako, Biyo, Galila, Laydo, Seiki, Shangama, Sido, Vubahamer va Zeddo. Ular orasida oʻzaro tushunarli, ammo hali ham baʼzi farqlar mavjud. Quyida dialektlarning roʻyxati keltirilgan. Muqobil nomlar qavs ichida keltirilgan. Bako Biyo (bio) laido Seiki Shangama Sido Vubahamer (Ubamer) Zeddo Gozza Galilo Aari undoshlari roʻyxati: [m], [b], [f], [t̪], [d̪], [ɗ], [n], [r], [s], [z], [t͡͡s], [t͡sʼ], [t̠͡͡ʃʼ], [d̠͡͡ʒ], [t̠͡͡ʃ], [w], [ɓ°], [l], [ʃ], [ʒ], [j], [k], [g], [q], [ʔ], [ɦ].","Aari tili uyda va do'konlarda ishlatiladi, so'zlovchilar soni ortib bormoqda. Tilda o'n bitta lahja bor bo'lib, ular o'zaro tushunarli, lekin farqlari ham mavjud."
"Aari unlilari roʻyxati: [iː], [e̞ː], [ɛ], [aː], [a], [u], [uː], [ɔ̝], [o̞ː], [i̞.]. Tilda soʻz tartibining tipologiyasi mavjud subyekt-obyekt-feʼl, yaʼni Aaridagi „sigir (subyekt) oʻt (obyekt) yeydi (predikat)“ deyilgan. Oʻzbekchada ham ushbu jumla „sigir (subyekt) oʻt (obyekt) yeydi (predikat)“ kabi ifodalanadi. Aari tili lotin yozuvidan ham, Efiopiya yozuvidan ham foydalanadi, ammo Aari tilida soʻzlashuvchilarning atigi 10% oʻqiy oladi. Aari soʻzlashadigan mintaqada maktab taʼlimi rivojlanmagan, buning natijasida til deyarli har doim faqat ogʻzaki tilda qoʻllanadi. Shunga qaramay, baʼzi qishloqlarda ona tilida soʻzlashuvchilarni savodli qilish uchun harakat qilinadigan maktablar mavjud. Efiopiya asosidagi Aari alifbosi:","Aari tilida so'zlar tartibi subyekt-obyekt-fe'l shaklida bo'ladi, xuddi o'zbek tilidagi kabi. Til lotin va Efiopiya yozuvidan foydalanadi, lekin so'zlovchilarning atigi 10 foizi o'qiy oladi, chunki mintaqada maktab ta'limi kuchsiz."
"Abad (arabcha: ابد — soʻnggi yoʻq, mangulik) — 1) doimiy, yaʼni biror bir harakatning uzluksiz davom etishi. Abaddan „abadiy“, „abadiylik“, „abadiyat“, „abado“ kabi soʻz atamalaridan yasalgan. Ular „nihoyasi yoʻq“, „cheksiz“, „cheksizlik“, „zavolsiz“ kabi falsafiy, ilmiy tushuncha va maʼnolarni ifodalaydi. Abadning ziddi „azal“. Azal — eng avvalgi davr, ibtidosi boʻlmagan oʻtgan zamon"""""";"" 2) mangu (oʻlimsiz) hayot, abadiylik. Islom dini taʼlimotiga koʻra, „abadiylik“ tushunchasi avvalo Allohga tegishlidir degan maʼnoni bildirgan. Oxiratdagi jannat va doʻzax ahli ham abadiylikka mansubdir degan maʼnoni beradi.","Abad (arabcha) — ""cheksizlik"", ""mangulik"" degan ma'noni bildiradi. Undan ""abadiy"", ""abadiylik"" kabi so'zlar yasalgan. Abadning zidi ""azal"" — boshlanishi bo'lmagan o'tmish. Islomda abadiylik avvalo Allohga, shuningdek jannat va do'zax ahliga tegishli deb tushuniladi."
"Abadiy qorlar — yil boʻyi erimay yotadigan muz va qor qoplami. Issiq va moʻtadil oʻlkalarda baland togʻ va yassi togʻ choʻqqilarida, qutbiy oʻlkalarda va tekisliklarda ham uchraydi. Yil davomida yogʻadigan qattiq atmosfera yogʻinining oʻsha joyining relef va iqlim sharoitida erib yoki bugʻlanib ketadigan miqdoridan ortishi hisobiga yuzaga keladi. Abadiy qorlarning faqat eng yuqoridagi yuza qatlamigina qordan iborat, chuqurlashgan sari, ustki qatlamlar bosimi tufayli firn (ya'ni qotgan qor) va muzga aylanadi. Abadiy qorlarning eng quyi chegarasi qor chegarasi deb ataladi. Abadiy qorlarning yuzasi koʻp hollarda shu joy relefini silliqlangan tarzda aks ettiradi"";"" shu bilan birga Abadiy qorlarning oʻziga taalluqli mikrorelef shakllari ham (seraklar, erish egatlari, uyali qor) mavjud. Tekis yuzalarda shamol qorlardan turli qor uyumlarini shakllantiradi.","Abadiy qorlar — yil bo'yi erimay yotadigan muz-qor qoplami bo'lib, baland tog'larda va qutb hududlarida uchraydi. U yog'in miqdori erish yoki bug'lanishdan ko'p bo'lganda hosil bo'ladi. Chuqurlashgan sari qor firn va muzga aylanadi. Uning eng past chegarasi qor chegarasi deyiladi."
"Wa Ghadan yaoum Djadid, roman, éd. Al Andalous, 1992. 332 p"";"" traduit en français par Marcel Bois, Je rêve d’un monde, Paris, Marsa (Algérie Littérature-Action), 1997.","1992-yilda ""Wa Ghadan yaoum Djadid"" romani chop etilgan, u 1997-yilda fransuz tiliga ""Je rêve d'un monde"" nomi bilan tarjima qilingan."
"“Abdolnoma” – Abdulvahhob Suhoiy qalamiga mansub asar. Tasavvufiy mavzuda bitilgan bo‘lib, avliyolar haqidagi ma’lumotlarni o‘z ichiga olgan. Navoiy “Majolis un-nafois”da Suhoiy shu nom bilan kitob bitgani, lekin o‘zi hali ko‘rmaganligini aytib o‘tadi: “Kitobe, derlarkim, jam’ qilg‘ondur va otin “Abdolnoma” qo‘yg‘ondur. Ammo faqir ko‘rmadim”.","""Abdolnoma"" — Abdulvahhob Suhoiy yozgan tasavvufiy asar bo'lib, avliyolar haqidagi ma'lumotlarni o'z ichiga oladi. Navoiy ""Majolis un-nafois""da bu kitob haqida eshitgani, lekin o'zi ko'rmaganini yozgan."
"Abdulla Tolipovich Ayupov (1923-yil, 1-oktyabr, Toshkent) – faylasuf olim. Oʻzbekistonda xizmat koʻrsatgan fan arbobi (1980), professor (1983). 1941-45-yillardagi urush qatnashchisi. Oʻrta Osiyo davlat universiteti tarix fakultetini tugatgan (1949). Universitetda oʻqituvchi (1952– 55), dosent (1955-yildan). Toshkent Davlat Universiteti (hozirgi Oʻzbekiston milliy universiteti) gumanitar fakultetlar falsafa kafedrasining mudiri (1962–92), kafedra professor (1992-yildan). Ayupov Toshkent Davlat Universiteti falsafa boʻlimi, keyin fakultetini tashkil etishda boshchilik qilgan. Ilmiy asarlari falsafa tarixi, barkamol insonni tarbiyalash, ma’naviyatni shakllantirish masalalariga oid. Falsafa fani boʻyicha darslik, oʻquv qoʻllanma va dasturlari nashr etilgan.","Abdulla Ayupov (1923–) — faylasuf olim, professor, urush qatnashchisi. U Toshkent Davlat universitetida o'qituvchi va falsafa kafedrasi mudiri bo'lib ishlagan hamda universitetning falsafa fakultetini tashkil etishga rahbarlik qilgan. Uning asarlari falsafa tarixi va ma'naviyat masalalariga bag'ishlangan."
"U Qoʻshma Shtatlarda davolanadi va oʻlimidan 18 kun oldin Malayziyaga qaytadi. U Putrajaya, Taman Selatan, 20-uchastkadagi musulmonlar qabristoniga dafn etiladi. Abdulloh Ahmad Badaviy shoir sifatida ham tanilgan. Uning „Abadiy tinchlik izlayman“ sheʼri 80 dan ortiq tillarga tarjima qilinib, kitob holida nashr etilgan. 2022-yil 11-sentyabr kuni Xayri Abdullaning aqli zaiflikdan aziyat chekayotgani, oila aʼzolarini tanimasligi yoki eslay olmasligi va nogironlar aravachasidan foydalanishga majbur boʻlayotganligi maʼlum boʻladi. Uning sharafiga bir nechta joy nomlari berilgan, jumladan: Kolej Tun Abdulla Ahmad Badaviy, Universiti Malaysia Perlisdagi turar joy kolleji, Simpang Empat, Perlis.","U AQShda davolangan va o'limidan 18 kun oldin Malayziyaga qaytgan. Abdulloh Ahmad Badaviy shoir sifatida ham tanilgan, uning she'ri 80 dan ortiq tilga tarjima qilingan. 2022-yilda uning aqli zaiflashgani ma'lum bo'lgan. Uning sharafiga bir nechta joy va kollej nomlangan."
"Shu paytda as-Saffoh vafot etib, xalifalik taxtiga al-Mansur oʻtiradi. Mansur hokimiyatini amakisi, Vizantiyaga yurish qilgan qoʻshin koʻmondoni Abdulloh tan olmagan. Abu Muslim isyonchini tor-mor keltirgan (754 yil noyabr) va katta oʻljani qoʻlga tushirgan. Mansur oʻljani talab qiladi, bundan gʻazablangan Abu Muslim Xurosonga qaytgan. Biroq xalifa uni yoʻldan qoldirib Madoyin shahriga muzokaraga chaqirtirib keltirishga erishgan. Abu Muslim shu yerda 755 yil 12-fevral (yoxud 27-yanvar)da xalifa qabulida boʻlgan chogida oʻldirilgan. Sakkiz yillik faol diniy-siyosiy faoliyati davrida Abu Muslim „ashaddiy“ shialar taʼlimotiga yoki imomatlikka yaqinlashmagan boʻlsa ham uning oʻlimi zamonaviy mazdakiylar, shialarning bir qancha qoʻzgʻolonlarini keltirib chiqargan. „Ashaddiy“ shialarning ayrim firqalari uni imom deb eʼlon qilgan, abumuslimiya firqasi paydo boʻlgan.","As-Saffoh vafot etib, taxtga al-Mansur o'tirgan. Uning hokimiyatini amakisi tan olmagan. Sarkarda Abu Muslim isyonchini yengib katta o'ljani qo'lga kiritgan, lekin Mansur uni tortib olmoqchi bo'lgach g'azablanib Xurosonga qaytgan. Xalifa uni muzokaraga chaqirib, 755-yilda o'ldirgan. Uning o'limi bir necha qo'zg'olonlarga sabab bo'lgan."
"Bularning soʻnggi aks-sadosi Muqanna qoʻzgʻoloni hisoblanadi. Abu Muslim haqida Marvda udum boʻlgan rivoyat, afsonalar keyinchalik fors tilida (uning turkiycha varianti ham bor) yozilgan xalq romani — „Qissai Abu Muslim“ (oʻzbekcha „Abu Muslim jangnomasi“)ga asos boʻlgan.","Bu voqealarning so'nggi aks-sadosi Muqanna qo'zg'oloni hisoblanadi. Abu Muslim haqidagi rivoyatlar keyinchalik ""Qissai Abu Muslim"" nomli xalq romaniga asos bo'lgan."
"U yerda ogʻir sharoitda yashadi. 1019-yildan keyin ilmiy ish bilan shugʻullanish sharoitiga erishdi. 1022–1024-yillarda Mahmud Hindistonga qilgan yurushida Beruniyni oʻzi bilan olib ketdi. Safarda ham Beruniy ilm bilan shugʻullandi. U Panjobdagi Nandna qalʼasi yonida yer shari meridianini bir gradusining uzunligini oʻlchadi va u 110,895 km. ekanini aniqladi. Bu maʼlumot hozirgi zamon oʻlchashlari natijasi — 111,1 km bilan taqqoslansa, Beruniy oʻlchashlarining aniqligi qay darajada ekani koʻrinadi. U umrining koʻp qismini hozirgi Afgʻonistonning janubiy-sharqiy qismidagi oʻsha paytdagi Gʻaznaviylar davlati poytaxti Gʻazna shahrida oʻtkazdi. Hindiston yarimoroliga sayohat qilganda, Hindistonda amalda boʻlgan hinduiylik dinini oʻrganib chiqqandan soʻng 1030-yilda „Tarix al-Hind“ (Hindiston tarixi) nomli hind madaniyati haqida risola yozdi.","Beruniy og'ir sharoitda yashagan, 1019-yildan keyin ilmiy ishga imkoniyat topgan. Mahmud Hindistonga yurish qilganda uni birga olib ketgan, u yerda yer meridianining uzunligini juda aniq o'lchagan. Beruniy umrining ko'p qismini G'azna shahrida o'tkazgan va Hindiston dinini o'rganib, ""Tarix al-Hind"" asarini yozgan."
"Ushbu yangilanishlar va oʻrta balandlikdagi uzun uchastkasi tufayli JASSM-ER uchirilgan joydan 980 kilometrgacha boʻlgan masofadagi nishonlarni ura olish imkoniga ega boʻlgan. Oʻzgartirish 2002-yil oʻrtalarida AGM-158B rasmiy nomi bilan atalgan. Shu jumladan, JASSM-ERni ishlab chiqish va namoyish qilish boʻyicha AQSh Harbiy-havo kuchlari bilan shartnoma 2004-yil fevral oyida tuzilgan. Parvoz sinovlarini boshlash 2006-yilda rejalashtirilgan boʻlgan, ammo, AGM-158V raketasi 2008-yil oʻrtalaridan boshlab ommaviy ishlab chiqarish yoʻlga qoʻyilgan.","Yangilanishlar tufayli JASSM-ER 980 km masofagacha nishonlarni ura oladigan bo'lgan. 2002-yilda u AGM-158B nomini olgan. Uni ishlab chiqish shartnomasi 2004-yilda tuzilgan, ommaviy ishlab chiqarish esa 2008-yildan boshlangan."
