text,text_simplified
"Bu ish koʻp vaqt, katta mablagʻ va puxta tayyorgarlik talab qilardi. Bu haqda Beruniy: „Yer aylanasi uzunligini sahroni kezib yurmasdan quyidagicha aniqlash mumkin. Buning uchun dengiz sohilidagi yoki tekis joyda qad koʻtarib turgan baland toqqa koʻtarilib quyosh chiqishi yoki botishi oldidan quyosh gardishining yarmi ufq orasida boʻlgan vaqtda doirali armillyar asbob bilan uning pasayish burchagi oʻlchanadi“ deydi. Ufq pasayishini oʻlchash usulini chizma va formulalar yordamida tushuntiradi. Bunda, togʻ tepasida quyosh chiqishi yoki botishiga qarab koʻrish nurining togʻ tepasidan oʻtgan gorizontal chiziq bilan hosil qilgan burchak oʻlchanadi. Abu Rayhon Beruniy Yerning kattaligini oʻlchashda yangi usul qoʻllab, bir gradus meridian yoyning uzunligi 111,16 kilometr ekanligini hisoblab chiqargan.","Bu ish koʻp vaqt, mablagʻ va tayyorgarlik talab qilgan. Beruniy Yer aylanasini choʻlni kezmasdan ham hisoblash mumkinligini aytgan: dengiz boʻyidagi baland togʻga chiqib, quyosh chiqishi yoki botishida uning pasayish burchagini asbob bilan oʻlchash kerak. U bu usulni chizma va formulalar bilan tushuntirgan. Shu usul bilan Beruniy bir gradus meridian yoy uzunligini 111,16 kilometr deb hisoblagan."
"SSSR Vazirlar Kengashining Mehnat va ish haqi masalalari boʻyicha Davlat qoʻmitasida ishlagan (1955-1961): iqtisodchi, katta iqtisodchi, sektor boshligʻi, boʻlim boshligʻi oʻrinbosari sifatida. 1958-1960-yillarda Moskva davlat universitetining siyosiy iqtisod kafedrasida dars bergan. 1961-yilda u Fanlar akademiyasining Sibir boʻlimining Iqtisodiyot va sanoat ishlab chiqarishini tashkil etish institutida sektor mudiri boʻldi, ikki yildan soʻng iqtisod fanlari doktori darajasini oldi, yana bir yildan soʻng — SSSR Fanlar akademiyasining muxbir aʼzosi unvoniga sazovor boʻldi. IEOPP (1962-1965) va Novosibirsk davlat universiteti (1965-1966) iqtisodiy-matematik tadqiqotlar laboratoriyasi mudiri, iqtisodiyotda statistik va matematik usullarni qoʻllash laboratoriyasi direktori (1966). 1966-yilda 33 yoshida IEOPP direktori boʻldi va 1984-yilgacha shu lavozimda qoldi.","1955-1961-yillarda SSSR Vazirlar Kengashi qoʻmitasida iqtisodchi boʻlib ishlagan, keyin Moskva universitetida dars bergan. 1961-yilda Sibir boʻlimi iqtisodiyot institutida sektor mudiri boʻlib, tez orada fan doktori va akademiya muxbir aʼzosi unvonlarini olgan. Bir necha ilmiy laboratoriya va institutga rahbarlik qilgan, 1966-yilda 33 yoshida IEOPP institutiga direktor boʻlib, 1984-yilgacha shu lavozimda ishlagan."
"NDU iqtisodiyot fakultetining asoschilaridan biri, u yerda dotsent (1962-1963), professor (1963-1985), siyosiy iqtisod kafedrasi mudiri (1963-1970) lavozimlarida ishlagan. Prezidium aʼzosi, SSSR Fanlar akademiyasi qoʻmitasining Iqtisodiy fanlar boʻyicha birlashgan ilmiy kengashi raisi (1966-1985), BAM muammolari boʻyicha ilmiy kengash raisi (1974-1987), SSSR Fanlar akademiyasi qoʻmitasining Sibirning tabiiy resurslarini kompleks oʻzlashtirish va ishlab chiqarish kuchlarini rivojlantirish muammolari boʻyicha ilmiy kengashi raisining oʻrinbosari („Sibir“ dasturi) (1979-1981). 1985-yildan yana Moskvada: SSSR Fanlar akademiyasining ishlab chiqarish kuchlari va tabiiy resurslarni oʻrganish komissiyasi raisi (1985-1989), Iqtisodiyot boʻlimi akademik-kotibi va SSSR Fanlar akademiyasi Prezidiumi aʼzosi (1986-1989). SSSR Vazirlar Kengashi / Rossiya Federatsiyasi hukumati huzuridagi Xalq xoʻjaligi akademiyasi rektori (1989 — 2002), 2002-yildan — u yerda „Iqtisodiyot nazariyasi va siyosati“ kafedrasi mudiri.","U Novosibirsk universiteti iqtisodiyot fakultetining asoschilaridan biri boʻlib, u yerda dotsent, professor va kafedra mudiri boʻlib ishlagan. Bir necha ilmiy kengash va qoʻmitalarga rahbarlik qilgan. 1985-yildan Moskvada Fanlar akademiyasining turli boʻlimlarida ishlagan, 1989-2002-yillarda Xalq xoʻjaligi akademiyasi rektori boʻlgan, keyin shu yerda kafedra mudiri sifatida faoliyatini davom ettirgan."
"Bunday hollarda ultratovush, kompyuter tomografiyasini qoʻllash bilan sinov punksiyasi yordamida diagnoz qoʻyish mumkin boʻladi. Abssessning keyinchalik avj olishida bemorning umumiy ahvoli sezilarli ravishda ogʻirlashadi. Harorat 39 °C gacha koʻtariladi (bemorning ertalab ahvoli yaxshilanib turganida). Leykotsitoz 15-20x10 litr ga yetadi, formulaning chapga siljigani maʼlum boʻladi, ECHT koʻtariladi. Ichki organlarda (jigarda, oʻpkada) yoki yirik qon tomirlari bilan yonma-yon joylashgan boʻlsa, abssess ayniqsa xatarlidir. Ular qorin yoki koʻkrak boʻshligʻini teshib oʻtgan hollarda yiringli peritonit yoki plevrit yuz beradi. Jarayon vena devoriga oʻtgudek boʻlsa, u holda progressiv tromboflebit avj oladi. Abssessni flegmonadan, gidradenitdan, gematomadan, churra tushishidan, anevrizmadan, xavfli oʻsmadan, shuningdek, sovuq abssess deb ataluvchidan farqlay bilish kerak.","Bunday holda kasallikni ultratovush, kompyuter tomografiya yoki punksiya yordamida aniqlash mumkin. Abssess kuchaygan sari bemor ahvoli ogʻirlashadi: harorat 39°C gacha koʻtariladi, qonda leykotsitlar oshadi. Abssess ichki organlarda yoki yirik tomirlar yonida boʻlsa, xavfliroq — u qorin yoki koʻkrak boʻshligʻiga yorilib peritonit yoki plevritga olib kelishi mumkin. Abssessni boshqa shishlar va oʻsmalardan farqlash muhim."
"Molekulyar genetika sohasida erishilgan muvaffaqiyatlar DNK kodining kashf etilishi (James D. Watson va Francis Crick, 1953)""; oqsil molekulalari tarkibiga kiruvchi aminokislotalarning biosintez jarayonida oqsil hosil boʻlishidagi ishtirokini taʼmin etuvchi irsiy axborot (kod) birligi boʻlgan nukleotidlar tripletining aniqlanishi (Marshall Nirenberg, G. Mattey, Severo Ochoa va Francis Crick, 1961—62); genning molekulyar-genetik taʼrifi izohlanishi (George Wells Beadle va Edward Lawrie Tatum); laboratoriya sharoitida DNK molekulasining sunʼiy sintez kilinishi (A. Kornberg, 1958);"" gen funksiyasi, yaʼni oqsil sintez qilinishi regulyatsiyasi molekulyar mexanizmining ochib berilishi (Francois Jacob, J. Mono, 1961-62) bilan bogʻliq. Bu sohada nazariy tadqiqotlarning rivojlanishi natijasida genetikaning amaliy sohasi — gen injeneriyasi va biotexnologiya paydo boʻldi.","Molekulyar genetikadagi muhim kashfiyotlar qatoriga quyidagilar kiradi: DNK kodining kashf etilishi (Watson va Krik, 1953), oqsil sintezida ishtirok etuvchi nukleotidlar tripleti — genetik kodning aniqlanishi (1961-62), genning molekulyar taʼrifi (Bidl va Teytum), DNKning laboratoriyada sunʼiy sintez qilinishi (Kornberg, 1958) hamda gen funksiyasini boshqaruvchi mexanizmning ochilishi (Jakob va Mono, 1961-62). Bu kashfiyotlar genetikaning amaliy sohasi — gen injeneriyasi va biotexnologiyaning paydo boʻlishiga olib keldi."
"Vodorod bilan birikib, ammiak, gidrazin va boshqa birikmalar, kislorod bilan oksidlar, metallar bilan nitridlar hosil qiladi. Azot oʻsimliklar uchun asosiy „oziq“lardan biridir. Mineral va organik birikmalari tuproqqa yogʻin-sochin bilan yoki oʻgʻit sifatida tushadi. Erkin azot ammiak sintezida, baʼzi kimyoviy reaksiyalarda inert muhit hosil qiluvchi sifatida, simobli termometrlardagi boʻshliqni toʻldirishda, yonuvchan suyuqliklarni bir idishdan ikkinchi idishga haydashda va boshqa maqsadlarda ishlatiladi. Suyuq azotdan past temperatura bilan bogʻliq boʻlgan ishlarda (kriostatlar, vakuum qurilmalar va boshqalarda) foydalaniladi. Azotning tabiiy birikmalari ammoniy xlorid va turli nitratlar (selitralar)dan iborat. Oʻrta Osiyoning quruq choʻl iqlimida koʻp miqdorda selitra toʻplanadi. Azot oqsillar, nuklein kislota,xlorofill va fermentlarning ajralmas tarkibiy qismi boʻlganligidan oʻsimliklar hayot faoliyatida asosiy ahamiyatga ega.","Azot vodorod bilan ammiak va boshqa birikmalar, kislorod bilan oksidlar, metallar bilan nitridlar hosil qiladi. U oʻsimliklar uchun muhim oziq modda hisoblanadi va tuproqqa yogʻin yoki oʻgʻit orqali tushadi. Erkin azot ammiak ishlab chiqarishda, kimyoviy jarayonlarda va past haroratli ishlarda (masalan suyuq azot sifatida) qoʻllaniladi. Azot oqsil, nuklein kislota, xlorofill va fermentlar tarkibiga kirgani uchun oʻsimliklar hayotida asosiy ahamiyatga ega."
"Aerob nafas olish vaqtida organik birikmalar oksidlanib, karbonat angidrid ajralib chiqadi. Anaerob sharoitda organik birikmalarning parchalanishi va bunda energiya ajralib chiqishi bijgʻish deyiladi. Tabiatda va xalq xoʻjaligida bakteriyalarning ahamiyati juda katta. Bakteriyalar tirik xujayralar tarkibiga kiradigan hamma kimyoviy elementlarning tabiatda aniqlanishida ishtirok etadi. Oʻsimlik va hayvon qoldiqlari sellyuloza, pentozalar, kraxmal, pektin moddalar va boshqalarni oʻzlashtira oladigan mikroorganizmlar ishtirokida parchalanib, pirovardida karbonat angidrid bilan suvga aylanadi. Tabiatda azot aylanishida ham mikroorganizmlarning roli katta. Hayvonlar oʻziga zarur azotli birikmalarni oʻsimlik oqsillaridan hosil qiladi. Hayvon va oʻsimlik oqsillari Bakteriya taʼsirida minerallashib, avval ammiakka, keyin nitrit va nitratlarga aylanadi. Ammoniyli tuzlar ham, nitratlar ham yuksak oʻsimliklar uchun oziq boʻladi, ular shu tuzlardan foydalanib, oʻz tanasida oqsil hosil qiladi.","Aerob nafas olishda organik moddalar oksidlanib karbonat angidrid ajraladi, kislorodsiz sharoitda esa bijgʻish jarayoni yuz beradi. Bakteriyalar tabiat va xoʻjalikda katta ahamiyatga ega — ular oʻsimlik-hayvon qoldiqlarini parchalab, azot aylanishida ishtirok etadi. Hayvon va oʻsimlik oqsillari bakteriyalar taʼsirida ammiakka, keyin nitrat va nitritlarga aylanadi, bular esa oʻsimliklar uchun oziq boʻladi."
"Bakteriya yuqori temperaturaga, odatda, chidamsiz, quritish, oftob, har xil kimyoviy moddalar bakteriyani oʻldiradi (dezinfeksiya, sterillash). Bakteriya sovuqqa juda chidamli, shu tufayli tuproqda qishlab chiqa oladi. Bakteriyaning koʻpi oval yoki yumaloq shaklli sporalar hosil qiladi. Bakteriya sporalari yuqori temperatura va zaharli moddalar taʼsiriga juda bardoshli. Sporalar qulay muhitga tushganda ulardan tayoqchasimon yoki vegetativ hujayralar paydo boʻladi. Bakteriyaning rivojlanish sikli har xil. Masalan: mikobakteriyalar boʻlinish yoʻli bilan ham, kurtaklanish yoʻli bilan ham koʻpayadi. Miksobakteriyalarning vegetativ hujayralari qisqaradi va kichrayib, yumaloq yoki oval shaklli mikrotsistalar hosil qiladi. Koʻpchilik bakteriyalar organik moddalarni, baʼzilari anorganik moddalarni oksidlash yoʻli bilan energiya oladi. Faqat kislorodli muhitda yashay oladigan bakteriyalar aeroblar, kislorodsiz muhitda yashaydigan bakteriyalar anaeroblar deyiladi.","Bakteriyalar yuqori haroratga chidamsiz — quritish, quyosh nuri va kimyoviy moddalar ularni oʻldiradi, lekin sovuqqa chidamli. Koʻpchiligi noqulay sharoitda spora hosil qilib, qulay muhitga tushganda qayta faollashadi. Bakteriyalarning koʻpayish usullari har xil boʻlib, ular organik yoki anorganik moddalarni oksidlash orqali energiya oladi. Kislorodli muhitda yashovchilar aeroblar, kislorodsiz muhitda yashovchilar anaeroblar deyiladi."
"Bakteriyalar (yunoncha soʻzdan olinganbasevara hisoblanib ular 2 xil guruhga boʻlinadi eukariot va prokariotlar. Bakteriyada hujayra pardasi, koʻp miqdorda dezoksiribonuklein kislota (DNK) va sodda yadro mavjud. Mitoxondriy va xloroplastlar odatda, boʻlmaydi, yadroning xromosomalari va qobigʻi koʻzga koʻrinmaydi. Bakteriyalar koʻndalangiga boʻlinish (baʼzan choʻzilish yoki kurtaklanish) yoʻli bilan koʻpayadi. Bakteriyalarning koʻp turi tayoqcha shaklida boʻladi. Biroq sharsimon, ipsimon yoki buralgan shaklli mikroorganizmlar uchraydi. Bakteriyaningning fiziologik xususiyatlari nihoyatda xilma-xil, ular biokimyoviy jihatdan juda faol. Bakteriyalar suvda, suv havzalari zaminida va boshqa joylarda tarqalgan. Ular yagona bir guruh boʻlmay, har xil yoʻllar bilan vujudga kelgan organizmlardir. Baʼzi bakteriyalar (masalan, ipsimon, azotobakter va boshqalar) koʻk-yashil suvoʻtlarga yaqin, ayrim bakteriyalar esa nursimon zamburugʻlar yoki aktinomitsetlar bilan urugʻdosh;"" spiroxetalar va boshqa baʼzi bakteriyalar bir hujayrali sodda hayvonlarga oʻxshaydi.""","Bakteriyalar eukariot va prokariot guruhlarga boʻlinadi. Ularda hujayra pardasi, DNK va sodda yadro bor, lekin mitoxondriy va xloroplast yoʻq. Bakteriyalar asosan koʻndalang boʻlinish yoʻli bilan koʻpayadi va shakli jihatidan tayoqcha, shar, ip yoki spiralsimon boʻlishi mumkin. Ular biokimyoviy jihatdan juda faol boʻlib, suv va tuproqda keng tarqalgan hamda kelib chiqishi har xil organizmlardir."
"Sanoatda suyultirilgan havoni parchalab olinadi. Azot turmushda ham juda kerakli hisoblanadi. Azot boshqa olisdagi sayyoralarda ham qattiq holatda uchraydi masalan,Uran sayyorasi sirtida qattiq holatda Azot(N) uchraydi. Azot(N) vodorod bilan bir necha xil moddalarni hosil qiladi. Azotning vodorodli birikmalari ichida eng muhimi va amaliyahamiyatga ega bõlgani ammiakdir. Uning molekularformulasi NH³ kõrinishda bõladi. Azot vodorodga nisbatan elektro-manfiy elementligi uchun ammiak molekulasiqutbli hisoblanadi. Azot — rangsiz, hidsiz gaz""; qaynash temperaturasi — 195,8°, suyuqlanish temperaturasi — 209,86°, 1 l azot 1,2506 g; 1 l suvda (0° da) 23,3 ml eriydi. Odatdagi sharoitda azot nihoyatda passiv, faqat litiy bilan birikishi mumkin;"" boshqa elementlar bilan qizdirilganda, bosim taʼsirida va katalizatorlar ishtirokidagina birika oladi.","Sanoatda azot suyultirilgan havodan ajratib olinadi. U kundalik hayotda ham muhim, hatto Uran sayyorasida qattiq holda uchraydi. Azotning eng muhim vodorodli birikmasi ammiak (NH3) boʻlib, molekulasi qutbli hisoblanadi. Azot — rangsiz, hidsiz gaz boʻlib, oddiy sharoitda juda passiv, faqat litiy bilan birikadi, boshqa elementlar bilan esa faqat qizdirilganda yoki katalizator ishtirokida birikadi."
